interaction_id,source_baseline,target_baseline,ligand_complex_baseline,receptor_complex_baseline,interaction_coef_baseline,interaction_ci95_low_baseline,interaction_ci95_high_baseline,n_observations_baseline,interaction_p_value_baseline,fdr_q_value_baseline,n_cHD_baseline,mean_cHD_baseline,n_cSLE_baseline,mean_cSLE_baseline,n_aHD_baseline,mean_aHD_baseline,n_aSLE_baseline,mean_aSLE_baseline,source_scenario,target_scenario,ligand_complex_scenario,receptor_complex_scenario,interaction_coef_scenario,interaction_ci95_low_scenario,interaction_ci95_high_scenario,n_observations_scenario,interaction_p_value_scenario,fdr_q_value_scenario,n_cHD_scenario,mean_cHD_scenario,n_cSLE_scenario,mean_cSLE_scenario,n_aHD_scenario,mean_aHD_scenario,n_aSLE_scenario,mean_aSLE_scenario
Non-classical Monocytes|B Cells|TNFSF13B|CD40,Non-classical Monocytes,B Cells,TNFSF13B,CD40,0.25283379265025485,0.0814172543026899,0.42425033099781984,56,0.003841613178279019,0.0664914828870622,11,0.2862906964854695,33,0.3389308866555881,5,0.4531231202409648,7,0.25292951776082856,Non-classical Monocytes,B Cells,TNFSF13B,CD40,0.2366766982702646,0.01169395747616947,0.46165943906435974,56,0.039223229519615065,0.2412003210430394,11,0.1977636637315408,33,0.3729657989059861,5,0.40119875799735266,7,0.3397241949015333
CD8 T Cells|CD8 T Cells|LCK|CD8A_CD8B,CD8 T Cells,CD8 T Cells,LCK,CD8A_CD8B,-0.38231464328185255,-0.6463587408633242,-0.11827054570038081,56,0.004541561720111124,0.07356747735077443,11,0.45822545145380783,33,0.4379466781351397,5,0.18208545063480291,7,0.5441213205979873,CD8 T Cells,CD8 T Cells,LCK,CD8A_CD8B,-0.2265438739973734,-0.3706829805761909,-0.0824047674185559,56,0.002066662762895071,0.03793802357600237,11,0.6678300521085118,33,0.6294784419131588,5,0.5450672810801207,7,0.7332595448821412
Classical Monocytes|B Cells|TNFSF13B|CD40,Classical Monocytes,B Cells,TNFSF13B,CD40,0.28687140064846633,0.08262943408460216,0.4911133672123305,56,0.005907002140513982,0.08578732419010823,11,0.13711344684530868,33,0.33481029278713753,5,0.39831699298783774,7,0.30914243828120025,Classical Monocytes,B Cells,TNFSF13B,CD40,0.008466511799989002,-0.271153171993596,0.28808619559357407,56,0.9526772394831695,0.9725778121406562,11,0.18871210537568686,33,0.37828998287792287,5,0.2463375173882037,7,0.4274488830904507
Non-classical Monocytes|Classical Monocytes|LGALS9|CD44,Non-classical Monocytes,Classical Monocytes,LGALS9,CD44,-0.12452454542225677,-0.21338340304231224,-0.03566568780220129,56,0.006020849804426683,0.0869410711759213,11,0.7116407522270584,33,0.6212842141400278,5,0.6501036014646854,7,0.6842716087999116,Non-classical Monocytes,Classical Monocytes,LGALS9,CD44,-0.09452475558871376,-0.164978915206786,-0.024070595970641512,56,0.00854894597438994,0.08926400793057788,11,0.810305047561209,33,0.7601637915461766,5,0.7690719452659281,7,0.8134554448396095
Non-classical Monocytes|Non-classical Monocytes|RPS19|C5AR1,Non-classical Monocytes,Non-classical Monocytes,RPS19,C5AR1,-0.038899802707974884,-0.06667924510989322,-0.011120360306056547,56,0.006059296831079128,0.0869991084780509,11,0.9918903319339291,33,0.9583046984286623,5,0.9827429415904098,7,0.9880571107931179,Non-classical Monocytes,Non-classical Monocytes,RPS19,C5AR1,-0.020161564219214445,-0.03275562543710145,-0.00756750300132744,56,0.0017029963946510003,0.03366692872502362,11,0.9896557785785988,33,0.9741096921722175,5,0.9879428373426083,7,0.9925583151554415
Classical Monocytes|Non-classical Monocytes|CD1D|LILRB2,Classical Monocytes,Non-classical Monocytes,CD1D,LILRB2,-0.2037586258383991,-0.3506897192288436,-0.056827532447954576,52,0.006567668124597644,0.08971079649112566,10,0.51418799784422,30,0.3992156527667745,5,0.32179558008338593,7,0.4105818608443395,Classical Monocytes,Non-classical Monocytes,CD1D,LILRB2,-0.13131221778272817,-0.3207584595606706,0.05813402399521428,52,0.17429755372994005,0.533267515578507,10,0.49381726461182013,30,0.40576555768521505,5,0.3556071928895858,7,0.3988677037457089
NK Cells|Non-classical Monocytes|RPS19|C5AR1,NK Cells,Non-classical Monocytes,RPS19,C5AR1,-0.03868549987883996,-0.06674875738780187,-0.010622242369878052,56,0.006895874878562225,0.09220040115410977,11,0.9870408828129769,33,0.9558166595815486,5,0.9808052346152916,7,0.9882665112627034,NK Cells,Non-classical Monocytes,RPS19,C5AR1,-0.021063445993498187,-0.033075672439402036,-0.009051219547594337,56,0.0005886344776629461,0.020752017156041056,11,0.9800227199931121,33,0.9695166413124123,5,0.981968073564446,7,0.9925254408772445
B Cells|Non-classical Monocytes|RPS19|C5AR1,B Cells,Non-classical Monocytes,RPS19,C5AR1,-0.028035120077270825,-0.04842742708292245,-0.007642813071619202,56,0.007048650119601512,0.09325622435724094,11,0.9933179026697256,33,0.9690031235925519,5,0.9868508340702327,7,0.9905711750703298,B Cells,Non-classical Monocytes,RPS19,C5AR1,-0.015255367650566565,-0.023507498540713736,-0.007003236760419394,56,0.0002908646781416113,0.013591313142253472,11,0.9943524912981612,33,0.9826537525976254,5,0.9934683682086979,7,0.9970249971587288
CD4 T Cells|Non-classical Monocytes|RPS19|C5AR1,CD4 T Cells,Non-classical Monocytes,RPS19,C5AR1,-0.030150390393824722,-0.05255029627299941,-0.007750484514650036,56,0.008336664097627629,0.10377709445667498,11,0.9927174105388464,33,0.9667460275532936,5,0.9860155556434913,7,0.9901945630517632,CD4 T Cells,Non-classical Monocytes,RPS19,C5AR1,-0.01509395145579051,-0.02371577429857793,-0.00647212861300309,56,0.0006008139218340358,0.020752017156041056,11,0.9939860242976042,33,0.9824560811208837,5,0.9931726614459405,7,0.9967366697250106
Classical Monocytes|Non-classical Monocytes|RPS19|C5AR1,Classical Monocytes,Non-classical Monocytes,RPS19,C5AR1,-0.04367007571590531,-0.0766492411836349,-0.010690910248175714,56,0.009450048780783605,0.11211395900957825,11,0.9826151404164141,33,0.9460917439377267,5,0.9672758788365762,7,0.974422558073794,Classical Monocytes,Non-classical Monocytes,RPS19,C5AR1,-0.02294756579322288,-0.04028773117645858,-0.005607400409987182,56,0.00949299413139348,0.09567448987325979,11,0.9760672755161953,33,0.9628631550147912,5,0.9654968075124554,7,0.9752402528042742
pDCs|Classical Monocytes|GRN|TNFRSF1B,pDCs,Classical Monocytes,GRN,TNFRSF1B,-0.18272417026899934,-0.3206771115102728,-0.04477122902772593,44,0.009430222245840022,0.11211395900957825,10,0.7060981757313544,22,0.571024597422413,5,0.5680270520252446,7,0.6156776439853026,pDCs,Classical Monocytes,GRN,TNFRSF1B,-0.13599469208545856,-0.23128099931231189,-0.04070838485860524,44,0.005153113901956764,0.06791539860527633,10,0.8070650214142141,22,0.7151710489061825,5,0.7206203657807319,7,0.7647210853581589
CD8 T Cells|Non-classical Monocytes|RPS19|C5AR1,CD8 T Cells,Non-classical Monocytes,RPS19,C5AR1,-0.032363528192803415,-0.056895020887566164,-0.007832035498040669,56,0.009717838257097726,0.11475223026021474,11,0.9911820448975536,33,0.9636211015707657,5,0.984365466995567,7,0.9891680518615827,CD8 T Cells,Non-classical Monocytes,RPS19,C5AR1,-0.016398660874535342,-0.025862308313959918,-0.006935013435110767,56,0.000683193056350475,0.020752017156041056,11,0.9931345996841898,33,0.9815124820921398,5,0.9920667036019587,7,0.9968432468844439
Non-classical Monocytes|Non-classical Monocytes|LGALS9|LRP1,Non-classical Monocytes,Non-classical Monocytes,LGALS9,LRP1,-0.28754752703474634,-0.5073305342854773,-0.0677645197840154,56,0.01033933170745756,0.12152321499881515,11,0.4898462272726562,33,0.41051034340136144,5,0.2928025961512774,7,0.501014239314729,Non-classical Monocytes,Non-classical Monocytes,LGALS9,LRP1,-0.1911528259250625,-0.422120855644976,0.039815203794850984,56,0.10478248194870117,0.411131265050629,11,0.4585963881302066,33,0.36417275855576975,5,0.3476092079424988,7,0.44433840429312443
Classical Monocytes|NK Cells|CD48|CD244,Classical Monocytes,NK Cells,CD48,CD244,0.2626388139282866,0.05975366253630182,0.46552396532027135,53,0.011173930348089453,0.1286655861098575,11,0.274249734109947,32,0.40359381625524177,5,0.5177236933197061,5,0.3844289615367143,Classical Monocytes,NK Cells,CD48,CD244,0.23690289815234034,0.031720542286640924,0.4420852540180398,53,0.02363764913700013,0.18691925625258565,11,0.30146969724208983,32,0.41620727448173633,5,0.509593877944303,5,0.38742855703160917
B Cells|NK Cells|CD48|CD244,B Cells,NK Cells,CD48,CD244,0.20253712801561924,0.04402361000661012,0.36105064602462833,53,0.012269379042360997,0.13718903026569132,11,0.311192955892961,32,0.383043547800308,5,0.5093463364486459,5,0.3786598003403737,B Cells,NK Cells,CD48,CD244,0.24778437839587747,0.040184217587185767,0.45538453920456917,53,0.01931757073672059,0.16277428456843251,11,0.2670370474738947,32,0.4012493079130723,5,0.5499659750948931,5,0.43639385713819323
CD8 T Cells|Non-classical Monocytes|CD99|PILRA,CD8 T Cells,Non-classical Monocytes,CD99,PILRA,-0.21590593140613867,-0.3873230559707128,-0.04448880684156453,56,0.013562608547606487,0.14709318369013558,11,0.714462033645566,33,0.6344647546775591,5,0.4929280610511646,7,0.6288367134892964,CD8 T Cells,Non-classical Monocytes,CD99,PILRA,-0.17102599264036888,-0.5117648257583444,0.1697128404776066,56,0.3252341782557605,0.6737004678367482,11,0.505951392344202,33,0.43510860347169183,5,0.41120118579017084,7,0.5113843895580296
NK Cells|Non-classical Monocytes|CD52|SIGLEC10,NK Cells,Non-classical Monocytes,CD52,SIGLEC10,-0.22154096269066526,-0.3995812642262987,-0.043500661155031844,55,0.014734376224528771,0.15641354019572265,11,0.613590911043046,32,0.5004632770495014,5,0.7109786778567943,7,0.819392006553915,NK Cells,Non-classical Monocytes,CD52,SIGLEC10,-0.2588545937270823,-0.4126928113830024,-0.10501637607116221,55,0.000974049049487655,0.02275732779257521,11,0.7393274830645393,32,0.5825241443235987,5,0.8027803590322371,7,0.9048316140183787
Classical Monocytes|Classical Monocytes|LGALS9|CD44,Classical Monocytes,Classical Monocytes,LGALS9,CD44,-0.14170165274456326,-0.2561251234204369,-0.027278182068689608,56,0.01521531979946409,0.15888063278200726,11,0.5450880959104154,33,0.4934717428978914,5,0.46631856379060943,7,0.5564038635226487,Classical Monocytes,Classical Monocytes,LGALS9,CD44,-0.13327171277388117,-0.23784271233340154,-0.028700713214360782,56,0.012493191106252396,0.11891667090025429,11,0.6948435019816668,33,0.6422029713565877,5,0.6449839366365084,7,0.7256151187853105
CD4 T Cells|Classical Monocytes|ANXA1|FPR1,CD4 T Cells,Classical Monocytes,ANXA1,FPR1,-0.21900451537393373,-0.3979684817605273,-0.04004054898734016,56,0.01646340903073467,0.1631914260032258,11,0.4326031542147238,33,0.29137907195594315,5,0.5665320447004747,7,0.6443124778156278,CD4 T Cells,Classical Monocytes,ANXA1,FPR1,-0.29044111496687347,-0.5534163555505327,-0.027465874383214184,56,0.030413108616965504,0.21587263255015682,11,0.3577190716646955,33,0.23640614648085456,5,0.46817999413922157,7,0.6373081839222541
Non-classical Monocytes|NK Cells|CD48|CD244,Non-classical Monocytes,NK Cells,CD48,CD244,0.21295079874224865,0.039330084459245795,0.3865715130252515,53,0.016218894377817462,0.1631914260032258,11,0.297220388636245,32,0.373585327107302,5,0.5135356583445152,5,0.37694979807332357,Non-classical Monocytes,NK Cells,CD48,CD244,-0.07351800225412408,-0.2935854236731399,0.14654941916489175,53,0.5126185080850176,0.7756479693356476,11,0.45673270442956415,32,0.3690990353321725,5,0.40971664449643397,5,0.3956009776531664
CD4 T Cells|Non-classical Monocytes|CD28|CD86,CD4 T Cells,Non-classical Monocytes,CD28,CD86,-0.23201121769439367,-0.4263523830275846,-0.037670052361202744,56,0.01929030222492023,0.17534745943299793,11,0.1424487358000466,33,0.09568113365136391,5,0.024618798385316464,7,0.20986241393102745,CD4 T Cells,Non-classical Monocytes,CD28,CD86,-0.28321738028842985,-0.5161457954798505,-0.05028896509700917,53,0.017166697464671067,0.15213245684208498,11,0.15431083097894002,30,0.10511121631781394,5,0.028927143916614884,7,0.26294490954391864
pDCs|B Cells|TNFSF13B|CD40,pDCs,B Cells,TNFSF13B,CD40,-0.2188105909637569,-0.4042253097926328,-0.03339587213488099,43,0.02072363754844036,0.18103364399330565,10,0.18292495585995897,21,0.19239893883292045,5,0.01704770496126191,7,0.2453322788979803,pDCs,B Cells,TNFSF13B,CD40,-0.27165751488872786,-0.49250408275595126,-0.05081094702150446,43,0.015913219834917076,0.14559679829148342,10,0.2548134449106449,21,0.19635996436952322,5,0.023404936278833575,7,0.23660897062643974
CD8 T Cells|Classical Monocytes|CD99|PILRA,CD8 T Cells,Classical Monocytes,CD99,PILRA,-0.19830156837316287,-0.3666485135710431,-0.029954623175282663,56,0.02095979245011943,0.18103364399330565,11,0.4315772913908628,33,0.4250922427185525,5,0.18915862868297878,7,0.38097514838383134,CD8 T Cells,Classical Monocytes,CD99,PILRA,0.06919919114568382,-0.18856828709400977,0.32696666938537744,56,0.5987743858008303,0.8308427814627781,11,0.21591583737979111,33,0.31638072924623023,5,0.24011021832311802,7,0.2713759190438733
CD4 T Cells|Non-classical Monocytes|CD99|PILRA,CD4 T Cells,Non-classical Monocytes,CD99,PILRA,-0.2910047274214043,-0.5372341665601931,-0.044775288282615566,56,0.020538009028084475,0.18103364399330565,11,0.48665550595206264,33,0.27781281974394306,5,0.3604606838356276,7,0.4426227250489124,CD4 T Cells,Non-classical Monocytes,CD99,PILRA,-0.2539578269159017,-0.5843156114321756,0.07639995760037221,56,0.131889030594782,0.46432165565560235,11,0.40213704613347223,33,0.2496469172109031,5,0.3684055066147807,7,0.4698732046081132
NK Cells|Non-classical Monocytes|CD99|PILRA,NK Cells,Non-classical Monocytes,CD99,PILRA,-0.1519845152118937,-0.28124605366384664,-0.022722976759940783,56,0.021194175644274695,0.18160148842095997,11,0.6921688684134476,33,0.563435945738339,5,0.6501239636255878,7,0.6733755561623729,NK Cells,Non-classical Monocytes,CD99,PILRA,-0.11221531761653414,-0.21654388495378285,-0.007886750279285412,56,0.035019913230272634,0.22500294250450167,11,0.797034500477907,33,0.7178777892964078,5,0.7687681422880525,7,0.8018267487230873
B Cells|NK Cells|FAM3C|LAMP1,B Cells,NK Cells,FAM3C,LAMP1,-0.22765905724528596,-0.42186328606746415,-0.033454828423107735,56,0.021584590063351203,0.18324605945357123,11,0.28837894256882013,33,0.24731505142430166,5,0.019753606666194745,7,0.20634877276696223,B Cells,NK Cells,FAM3C,LAMP1,-0.3427312129807198,-0.5453858331418966,-0.14007659281954304,56,0.0009173899194605859,0.02275732779257521,11,0.34460788225918343,33,0.2451152155078835,5,0.05673597088338209,7,0.299974517112802
CD4 T Cells|NK Cells|CLEC2B|KLRF1,CD4 T Cells,NK Cells,CLEC2B,KLRF1,-0.22445443756239453,-0.4184424493921516,-0.030466425732637498,55,0.02334246800610518,0.19152798894007814,11,0.5716846630880709,33,0.4205909517427038,5,0.13002539611972547,6,0.20338612233675293,CD4 T Cells,NK Cells,CLEC2B,KLRF1,-0.16375591471121792,-0.4264178568436049,0.09890602742116905,55,0.22173238869970535,0.5816308772345847,11,0.680567786536674,33,0.5145702333838742,5,0.22622582354009796,6,0.22398418509851603
Classical Monocytes|Classical Monocytes|HBEGF|CD44,Classical Monocytes,Classical Monocytes,HBEGF,CD44,0.19998323442396976,0.025713761006585484,0.374252707841354,50,0.024502315365696983,0.19656301882259136,10,0.328917535901942,28,0.44037113462754157,5,0.4273170092667439,7,0.3387873735683737,Classical Monocytes,Classical Monocytes,HBEGF,CD44,0.1989807304070066,-0.024676649306520748,0.4226381101205339,50,0.08120853531568827,0.36939103674569707,10,0.3986773301867854,28,0.4851097231350026,5,0.543701734213755,7,0.4311533967549656
Non-classical Monocytes|CD4 T Cells|CD58|CD2,Non-classical Monocytes,CD4 T Cells,CD58,CD2,0.2063641754027048,0.024562609726788004,0.38816574107862156,56,0.026096799715803417,0.2062384171232545,11,0.40272189204117814,33,0.4264475727267189,5,0.5409516101253654,7,0.3583131154082014,Non-classical Monocytes,CD4 T Cells,CD58,CD2,0.183742511815489,-0.00562917675752081,0.37311420038849885,56,0.05720999531026289,0.3046378715218909,11,0.4223946429155806,33,0.40948639258177744,5,0.5085788130086584,7,0.3119280508593662
CD4 T Cells|CD4 T Cells|CLEC2D|KLRB1,CD4 T Cells,CD4 T Cells,CLEC2D,KLRB1,0.18744468299854078,0.01970237614536166,0.3551869898517199,56,0.028511625021625197,0.21767032153971863,11,0.31390850301455864,33,0.34250029028670514,5,0.47993643354807103,7,0.32108353782167676,CD4 T Cells,CD4 T Cells,CLEC2D,KLRB1,-0.12954418318802507,-0.41402037583222356,0.15493200945617341,56,0.37211193863041503,0.70844347270218,11,0.2549633893894081,33,0.18883441347659644,5,0.3886306448290203,7,0.45204585210423376
Non-classical Monocytes|Classical Monocytes|RPS19|C5AR1,Non-classical Monocytes,Classical Monocytes,RPS19,C5AR1,-0.04860209251843517,-0.09245242985279922,-0.004751755184071123,56,0.02982915197515793,0.221790642125669,11,0.9723265780965995,33,0.9236957906559448,5,0.9716677947460033,7,0.9716390998237837,Non-classical Monocytes,Classical Monocytes,RPS19,C5AR1,-0.02829392640937667,-0.04679285443262318,-0.009794998386130158,56,0.0027198477017234927,0.04820695581675432,11,0.9780137539952243,33,0.9547049636363901,5,0.9806315608713276,7,0.9856166969218702
NK Cells|Classical Monocytes|RPS19|C5AR1,NK Cells,Classical Monocytes,RPS19,C5AR1,-0.053534491726416666,-0.1019803828467177,-0.0050886006061156355,56,0.0303240042706217,0.2227580197437821,11,0.9637237355218132,33,0.9144368880333273,5,0.9680049379083366,7,0.9722525821462673,NK Cells,Classical Monocytes,RPS19,C5AR1,-0.035519945554971066,-0.05738386117295524,-0.013656029936986891,56,0.0014518372630027577,0.0298497741273367,11,0.9697859299090303,33,0.9469110756833088,5,0.9731526651671771,7,0.9857977564964268
CD8 T Cells|CD4 T Cells|CLEC2D|KLRB1,CD8 T Cells,CD4 T Cells,CLEC2D,KLRB1,0.2452965908050418,0.02115131949923338,0.4694418621108502,55,0.031959669063357704,0.22685978573905877,11,0.3206194578931221,32,0.34956789889893913,5,0.46978950375750345,7,0.2534413539582787,CD8 T Cells,CD4 T Cells,CLEC2D,KLRB1,-0.11531528808940539,-0.43093288421685727,0.2003023080380465,56,0.47392950414632806,0.7649149702976341,11,0.2912910291121993,33,0.19108151943325563,5,0.3400379711029989,7,0.3551437495134606
Classical Monocytes|Non-classical Monocytes|GRN|TNFRSF1B,Classical Monocytes,Non-classical Monocytes,GRN,TNFRSF1B,-0.10534282730792688,-0.20212529672489055,-0.008560357890963224,56,0.032898340748738514,0.2302883852411696,11,0.7632683882724405,33,0.7364903729306681,5,0.6922112053443997,7,0.7707760173105542,Classical Monocytes,Non-classical Monocytes,GRN,TNFRSF1B,-0.07133067993426145,-0.16068574125285562,0.01802438138433271,56,0.11767506229266471,0.4309890356079317,11,0.8464420869977057,33,0.8485252345647522,5,0.7953374793246526,7,0.8687513068259605
