cluster,assigned_cell_type,marker,n_cells,mean_expression,fraction_expressing
9,RBCs,LTB,1093,0.25876456447293317,0.15919487648673375
9,RBCs,JUNB,1093,0.5096975033804569,0.29643183897529735
10,pDCs,CD3D,457,0.16106958742736466,0.1400437636761488
10,pDCs,CD3E,457,0.2247361424715305,0.19474835886214442
10,pDCs,IL7R,457,0.10000236029176274,0.0962800875273523
10,pDCs,CCR7,457,0.07714431173691864,0.07221006564551423
10,pDCs,TCF7,457,0.14036277288681048,0.13347921225382933
10,pDCs,CD4,457,0.7882541126573633,0.5382932166301969
10,pDCs,CD8A,457,0.025101063614079416,0.028446389496717725
10,pDCs,CD8B,457,0.03217746509764857,0.028446389496717725
10,pDCs,MS4A1,457,0.0146030324554026,0.01312910284463895
10,pDCs,CD79A,457,0.18371975565374027,0.16849015317286653
10,pDCs,CD37,457,1.7158708504566218,0.9277899343544858
10,pDCs,NKG7,457,0.38296383554095514,0.3085339168490153
10,pDCs,GNLY,457,0.3199252846856608,0.24945295404814005
10,pDCs,KLRD1,457,0.027328427628302208,0.028446389496717725
10,pDCs,LYZ,457,0.7613549244873372,0.5295404814004376
10,pDCs,LST1,457,0.5655958355777373,0.44638949671772427
10,pDCs,FCGR3A,457,0.03723348889100473,0.0350109409190372
10,pDCs,S100A8,457,0.506508551228229,0.41575492341356673
10,pDCs,S100A9,457,0.4679237209602832,0.3916849015317287
10,pDCs,FCER1A,457,0.9846795063050101,0.6323851203501094
10,pDCs,CD1C,457,0.0056037870225551616,0.00437636761487965
10,pDCs,GZMB,457,2.470734977878679,0.7439824945295405
10,pDCs,TCF4,457,1.3831041866762632,0.7702407002188184
10,pDCs,PLD4,457,1.9096937822565208,0.7789934354485777
10,pDCs,IGJ,457,2.443282279456992,0.7964989059080962
10,pDCs,MZB1,457,1.3415276686002702,0.7264770240700219
10,pDCs,IGLL5,457,0.1978626249916444,0.16192560175054704
10,pDCs,ISG15,457,0.4011681139208295,0.2800875273522976
10,pDCs,IFIT1,457,0.009989279365122188,0.015317286652078774
10,pDCs,HBA1,457,0.24405397778006038,0.19474835886214442
10,pDCs,HBA2,457,0.4718168326358044,0.31072210065645517
10,pDCs,HBB,457,0.6243979998047033,0.38293216630196936
10,pDCs,ALAS2,457,0.016967565016882163,0.0175054704595186
10,pDCs,PPBP,457,0.1481690663738376,0.11597374179431072
10,pDCs,PF4,457,0.08528632369031008,0.0525164113785558
10,pDCs,TUBB1,457,0.05144035646638933,0.0350109409190372
10,pDCs,LTB,457,1.403561607622735,0.7024070021881839
10,pDCs,JUNB,457,1.853557589800144,0.849015317286652
11,Platelets,CD3D,297,0.7544010803354309,0.3771043771043771
11,Platelets,CD3E,297,0.7319216790424051,0.37373737373737376
11,Platelets,IL7R,297,0.5120929056145125,0.2828282828282828
11,Platelets,CCR7,297,0.30132713723262955,0.1919191919191919
11,Platelets,TCF7,297,0.2152656274612504,0.15488215488215487
11,Platelets,CD4,297,0.0976733543254711,0.07744107744107744
11,Platelets,CD8A,297,0.17640981770525074,0.09764309764309764
11,Platelets,CD8B,297,0.19357794623583655,0.10774410774410774
11,Platelets,MS4A1,297,0.017967551846295494,0.016835016835016835
11,Platelets,CD79A,297,0.03302746629875517,0.02356902356902357
11,Platelets,CD37,297,0.650847113493717,0.367003367003367
11,Platelets,NKG7,297,0.7266468251193011,0.26262626262626265
11,Platelets,GNLY,297,0.6839810126156919,0.25925925925925924
11,Platelets,KLRD1,297,0.1812759633818861,0.09427609427609428
11,Platelets,LYZ,297,0.594205602451607,0.32323232323232326
11,Platelets,LST1,297,0.17886855746760513,0.11447811447811448
11,Platelets,FCGR3A,297,0.1650606090773637,0.08417508417508418
11,Platelets,S100A8,297,0.522964318191965,0.2996632996632997
11,Platelets,S100A9,297,0.5325418134731075,0.30303030303030304
11,Platelets,FCER1A,297,0.02324628067337704,0.016835016835016835
11,Platelets,CD1C,297,0.022390682689268582,0.010101010101010102
11,Platelets,GZMB,297,0.36623012537908073,0.15151515151515152
11,Platelets,TCF4,297,0.025684500382805512,0.016835016835016835
11,Platelets,PLD4,297,0.020296661139337303,0.010101010101010102
11,Platelets,IGJ,297,0.13362285504838833,0.0707070707070707
11,Platelets,MZB1,297,0.04009020890451039,0.026936026936026935
11,Platelets,IGLL5,297,0.23573041102701567,0.13804713804713806
11,Platelets,ISG15,297,0.3052415309931694,0.19528619528619529
11,Platelets,IFIT1,297,0.027871143938315034,0.020202020202020204
11,Platelets,HBA1,297,1.0085531272470751,0.44107744107744107
11,Platelets,HBA2,297,0.6845184550542222,0.30303030303030304
11,Platelets,HBB,297,0.8300530912498834,0.31986531986531985
11,Platelets,ALAS2,297,0.006237693105883871,0.003367003367003367
11,Platelets,PPBP,297,4.781090363910303,0.98989898989899
11,Platelets,PF4,297,4.115147657667347,0.9629629629629629
11,Platelets,TUBB1,297,3.2542307836439472,0.9461279461279462
11,Platelets,LTB,297,0.884194512158532,0.4006734006734007
11,Platelets,JUNB,297,1.647575733637569,0.569023569023569
12,Plasma Cells,CD3D,222,0.2568323591405207,0.31981981981981983
12,Plasma Cells,CD3E,222,0.24171202153235943,0.30180180180180183
12,Plasma Cells,IL7R,222,0.16191725325477016,0.20270270270270271
12,Plasma Cells,CCR7,222,0.0676239206715747,0.1036036036036036
12,Plasma Cells,TCF7,222,0.170567336651656,0.25675675675675674
12,Plasma Cells,CD4,222,0.03480614506983542,0.05405405405405406
12,Plasma Cells,CD8A,222,0.060144706486581684,0.0945945945945946
12,Plasma Cells,CD8B,222,0.073513621816764,0.1036036036036036
12,Plasma Cells,MS4A1,222,0.06746714904501631,0.07657657657657657
12,Plasma Cells,CD79A,222,2.197941974879385,0.9099099099099099
12,Plasma Cells,CD37,222,0.8939881946321007,0.7792792792792793
12,Plasma Cells,NKG7,222,0.42491295369895726,0.45495495495495497
12,Plasma Cells,GNLY,222,0.42278892405935237,0.4369369369369369
12,Plasma Cells,KLRD1,222,0.027894880320574786,0.04054054054054054
12,Plasma Cells,LYZ,222,0.7790417577232327,0.6711711711711712
12,Plasma Cells,LST1,222,0.271387619948065,0.3333333333333333
12,Plasma Cells,FCGR3A,222,0.0879775466951164,0.13513513513513514
12,Plasma Cells,S100A8,222,0.7259899483876185,0.6396396396396397
12,Plasma Cells,S100A9,222,0.7650901042931789,0.6576576576576577
12,Plasma Cells,FCER1A,222,0.0035271201584790206,0.0045045045045045045
12,Plasma Cells,CD1C,222,0.007954330326200605,0.013513513513513514
12,Plasma Cells,GZMB,222,0.09637069406810107,0.15315315315315314
12,Plasma Cells,TCF4,222,0.4075763759849308,0.4594594594594595
12,Plasma Cells,PLD4,222,0.010718977263381889,0.018018018018018018
12,Plasma Cells,IGJ,222,5.585976935184754,0.990990990990991
12,Plasma Cells,MZB1,222,3.5796627332498363,1.0
12,Plasma Cells,IGLL5,222,4.255745980922167,0.954954954954955
12,Plasma Cells,ISG15,222,1.2553053084794465,0.7702702702702703
12,Plasma Cells,IFIT1,222,0.08215803968476819,0.08558558558558559
12,Plasma Cells,HBA1,222,0.4800867424220652,0.35585585585585583
12,Plasma Cells,HBA2,222,0.8064335799432015,0.5045045045045045
12,Plasma Cells,HBB,222,1.0635163222213049,0.6036036036036037
12,Plasma Cells,ALAS2,222,0.013630382381043993,0.02252252252252252
12,Plasma Cells,PPBP,222,0.11827461408065246,0.13513513513513514
12,Plasma Cells,PF4,222,0.04548966065720395,0.04954954954954955
12,Plasma Cells,TUBB1,222,0.06252169662767702,0.08108108108108109
12,Plasma Cells,LTB,222,0.386079066105791,0.4144144144144144
12,Plasma Cells,JUNB,222,1.4073609611741058,0.8828828828828829
13,CD8 T Cells,CD3D,138,2.445165057113205,0.9855072463768116
13,CD8 T Cells,CD3E,138,1.9529377558956975,0.9927536231884058
13,CD8 T Cells,IL7R,138,0.2734341897826264,0.2753623188405797
13,CD8 T Cells,CCR7,138,0.44477635319682135,0.35507246376811596
13,CD8 T Cells,TCF7,138,0.8049145870018697,0.5869565217391305
13,CD8 T Cells,CD4,138,0.06930606347927148,0.07246376811594203
13,CD8 T Cells,CD8A,138,0.6915033481259277,0.41304347826086957
13,CD8 T Cells,CD8B,138,0.7472979160754577,0.4927536231884058
13,CD8 T Cells,MS4A1,138,0.0,0.0
13,CD8 T Cells,CD79A,138,0.031578256816103836,0.043478260869565216
13,CD8 T Cells,CD37,138,1.381301696749701,0.9057971014492754
13,CD8 T Cells,NKG7,138,1.938478867644849,0.7971014492753623
13,CD8 T Cells,GNLY,138,0.4390833791399348,0.36231884057971014
13,CD8 T Cells,KLRD1,138,0.32007960672827734,0.2608695652173913
13,CD8 T Cells,LYZ,138,0.5026292807382086,0.463768115942029
13,CD8 T Cells,LST1,138,0.18827089537744937,0.2463768115942029
13,CD8 T Cells,FCGR3A,138,0.23034573357174362,0.2463768115942029
13,CD8 T Cells,S100A8,138,0.396772223106329,0.4057971014492754
13,CD8 T Cells,S100A9,138,0.4479327959858853,0.43478260869565216
13,CD8 T Cells,FCER1A,138,0.0,0.0
13,CD8 T Cells,CD1C,138,0.008930631305860437,0.007246376811594203
13,CD8 T Cells,GZMB,138,0.558197664177936,0.32608695652173914
13,CD8 T Cells,TCF4,138,0.0,0.0
13,CD8 T Cells,PLD4,138,0.008515602436618528,0.007246376811594203
13,CD8 T Cells,IGJ,138,0.15752112303954968,0.2318840579710145
13,CD8 T Cells,MZB1,138,0.046832702514054116,0.07971014492753623
13,CD8 T Cells,IGLL5,138,0.147723034888074,0.2028985507246377
13,CD8 T Cells,ISG15,138,1.393304357926051,0.782608695652174
13,CD8 T Cells,IFIT1,138,0.07552391744178275,0.11594202898550725
13,CD8 T Cells,HBA1,138,0.45352608613345935,0.41304347826086957
13,CD8 T Cells,HBA2,138,0.6733708053395369,0.45652173913043476
13,CD8 T Cells,HBB,138,0.9752623896667922,0.5362318840579711
13,CD8 T Cells,ALAS2,138,0.0257816879429679,0.028985507246376812
13,CD8 T Cells,PPBP,138,0.07229798621889474,0.10144927536231885
13,CD8 T Cells,PF4,138,0.04760972345652788,0.07246376811594203
13,CD8 T Cells,TUBB1,138,0.034589766808178116,0.043478260869565216
13,CD8 T Cells,LTB,138,1.2770947605587435,0.717391304347826
13,CD8 T Cells,JUNB,138,2.2210603181434716,0.9710144927536232
14,Classical Monocytes,CD3D,54,0.0,0.0
14,Classical Monocytes,CD3E,54,0.04169788073610376,0.05555555555555555
14,Classical Monocytes,IL7R,54,0.028592225578096177,0.037037037037037035
14,Classical Monocytes,CCR7,54,0.05182362375436006,0.037037037037037035
14,Classical Monocytes,TCF7,54,0.06078269746568468,0.07407407407407407
14,Classical Monocytes,CD4,54,0.23731981052292717,0.24074074074074073
14,Classical Monocytes,CD8A,54,0.043831580215030246,0.05555555555555555
14,Classical Monocytes,CD8B,54,0.0,0.0
14,Classical Monocytes,MS4A1,54,0.01302884022394816,0.018518518518518517
14,Classical Monocytes,CD79A,54,0.0,0.0
14,Classical Monocytes,CD37,54,1.261160867081748,0.7222222222222222
14,Classical Monocytes,NKG7,54,0.4150078429116143,0.3148148148148148
14,Classical Monocytes,GNLY,54,0.1807360726374167,0.14814814814814814
14,Classical Monocytes,KLRD1,54,0.0,0.0
14,Classical Monocytes,LYZ,54,3.9898324365969056,0.9814814814814815
14,Classical Monocytes,LST1,54,2.5665939251581826,0.9444444444444444
14,Classical Monocytes,FCGR3A,54,0.7466231341715213,0.2962962962962963
14,Classical Monocytes,S100A8,54,3.7274143110822746,0.9444444444444444
14,Classical Monocytes,S100A9,54,3.9031932365011284,1.0
14,Classical Monocytes,FCER1A,54,0.038412888844807945,0.018518518518518517
14,Classical Monocytes,CD1C,54,0.04038267113544323,0.037037037037037035
14,Classical Monocytes,GZMB,54,0.05395285067734895,0.037037037037037035
14,Classical Monocytes,TCF4,54,0.039764223275361235,0.018518518518518517
14,Classical Monocytes,PLD4,54,0.013410734909552115,0.018518518518518517
14,Classical Monocytes,IGJ,54,0.11163048942883809,0.09259259259259259
14,Classical Monocytes,MZB1,54,0.0,0.0
14,Classical Monocytes,IGLL5,54,0.1669282383388943,0.12962962962962962
14,Classical Monocytes,ISG15,54,1.4155364433924358,0.5740740740740741
14,Classical Monocytes,IFIT1,54,0.3142506667861232,0.25925925925925924
14,Classical Monocytes,HBA1,54,5.762887928220961,1.0
14,Classical Monocytes,HBA2,54,6.660914270966141,1.0
14,Classical Monocytes,HBB,54,7.227737285472728,1.0
14,Classical Monocytes,ALAS2,54,1.1849529754232477,0.5555555555555556
14,Classical Monocytes,PPBP,54,0.1268723022054743,0.1111111111111111
14,Classical Monocytes,PF4,54,0.10166593392690022,0.09259259259259259
14,Classical Monocytes,TUBB1,54,0.0,0.0
14,Classical Monocytes,LTB,54,0.31304387361915026,0.2777777777777778
14,Classical Monocytes,JUNB,54,2.0229727118103593,0.8703703703703703
