sample,min_genes,max_pct_mitochondrial,n_cells_total,n_cells_retained,fraction_retained
GSM4029939_JB18084,200,15.0,7325,7308,0.9976791808873721
GSM4029939_JB18084,200,20.0,7325,7316,0.9987713310580205
GSM4029939_JB18084,200,25.0,7325,7320,0.9993174061433447
GSM4029939_JB18084,300,10.0,7325,7248,0.9894880546075085
GSM4029939_JB18084,300,15.0,7325,7308,0.9976791808873721
GSM4029939_JB18084,300,20.0,7325,7316,0.9987713310580205
GSM4029939_JB18084,300,25.0,7325,7320,0.9993174061433447
GSM4029939_JB18084,500,10.0,7325,7220,0.985665529010239
GSM4029939_JB18084,500,15.0,7325,7280,0.9938566552901024
GSM4029939_JB18084,500,20.0,7325,7287,0.9948122866894198
GSM4029939_JB18084,500,25.0,7325,7290,0.995221843003413
