cluster,assigned_cell_type,marker,n_cells,mean_expression,fraction_expressing
7,Non-classical Monocytes,LST1,14201,3.176684915708846,0.9958453630026054
7,Non-classical Monocytes,FCGR3A,14201,1.285532188653929,0.552073797619886
7,Non-classical Monocytes,S100A8,14201,3.0586726902555506,0.906203788465601
7,Non-classical Monocytes,S100A9,14201,3.5895160096068257,0.9698612773748327
7,Non-classical Monocytes,FCER1A,14201,0.01993302393275225,0.015210196465037674
7,Non-classical Monocytes,CD1C,14201,0.051222850555148344,0.04739102880078868
7,Non-classical Monocytes,GZMB,14201,0.08248334464729021,0.07520597141046405
7,Non-classical Monocytes,TCF4,14201,0.07778321395549259,0.07330469685233434
7,Non-classical Monocytes,PLD4,14201,0.1519290717770773,0.13470882332230125
7,Non-classical Monocytes,IGJ,14201,0.20041602332233904,0.16090416167875501
7,Non-classical Monocytes,MZB1,14201,0.05234986292032379,0.049644391240053515
7,Non-classical Monocytes,IGLL5,14201,0.26532965660112,0.19998591648475458
7,Non-classical Monocytes,ISG15,14201,2.012847788270431,0.7852263925075699
7,Non-classical Monocytes,IFIT1,14201,0.32761649924779845,0.2415322864587001
7,Non-classical Monocytes,HBA1,14201,0.34098331699588924,0.21625237659319765
7,Non-classical Monocytes,PPBP,14201,0.09344154869147686,0.0651362580099993
7,Non-classical Monocytes,PF4,14201,0.06701760044711365,0.047602281529469756
7,Non-classical Monocytes,TUBB1,14201,0.02868149281765288,0.022392789240194354
7,Non-classical Monocytes,LTB,14201,0.59065747457477,0.4301809731709035
7,Non-classical Monocytes,JUNB,14201,2.612186975495411,0.9485247517780439
8,cDCs,CD3D,2167,0.21719144465574539,0.2556529764651592
8,cDCs,CD3E,2167,0.16358120436210702,0.20073834794646978
8,cDCs,IL7R,2167,0.12223553635527255,0.14213197969543148
8,cDCs,CCR7,2167,0.0632175627148641,0.08306414397784956
8,cDCs,TCF7,2167,0.15285726192088847,0.19473927088140286
8,cDCs,CD4,2167,0.4470964163803097,0.4863867097369635
8,cDCs,CD8A,2167,0.052055971725338004,0.06829718504845408
8,cDCs,CD8B,2167,0.06865107661081339,0.09183202584217813
8,cDCs,MS4A1,2167,0.047051319794881495,0.0586063682510383
8,cDCs,CD79A,2167,0.08520665872080511,0.10429164743885556
8,cDCs,CD37,2167,1.6227212124257029,0.95523765574527
8,cDCs,NKG7,2167,0.47605883622697603,0.4766958929395478
8,cDCs,GNLY,2167,0.39449963958295303,0.4231656668204892
8,cDCs,KLRD1,2167,0.029592877565906738,0.042455006922012
8,cDCs,LYZ,2167,4.239939442195813,0.9995385325334564
8,cDCs,LST1,2167,2.2133118018583597,0.9833871712044301
8,cDCs,FCGR3A,2167,0.06263831928956877,0.07383479464697738
8,cDCs,S100A8,2167,1.661322231687705,0.7868020304568528
8,cDCs,S100A9,2167,2.396639443236009,0.9077065066912783
8,cDCs,FCER1A,2167,1.7444942135881267,0.8034148592524227
8,cDCs,CD1C,2167,0.9365199145821861,0.6377480387632672
8,cDCs,GZMB,2167,0.1367864855352392,0.137978772496539
8,cDCs,TCF4,2167,0.15951783081106619,0.18827872634979234
8,cDCs,PLD4,2167,0.7054858988174162,0.6405168435625288
8,cDCs,IGJ,2167,0.19621405239252654,0.18781725888324874
8,cDCs,MZB1,2167,0.0655508938477124,0.07521919704660822
8,cDCs,IGLL5,2167,0.21329824694522143,0.2182741116751269
8,cDCs,ISG15,2167,1.2589379821194444,0.7198892478080295
8,cDCs,IFIT1,2167,0.11946547571887715,0.12367328103368712
8,cDCs,HBA1,2167,0.21621140319188728,0.1693585602215044
8,cDCs,PPBP,2167,0.10265425180420658,0.08583294877711121
8,cDCs,PF4,2167,0.06099670481780844,0.05122288878634056
