cohort,review_group,label,gene,cells,fraction_detected,mean_log_expression
adult,excluded_unrestored,Ribosomal/Low-quality,CCL5,8915,0.11699383062254627,0.20406726
adult,excluded_unrestored,Ribosomal/Low-quality,GZMK,8915,0.04318564217610768,0.08415348
adult,excluded_unrestored,Ribosomal/Low-quality,PRF1,8915,0.034212002243409985,0.0494018
adult,excluded_unrestored,Ribosomal/Low-quality,GNLY,8915,0.12484576556365676,0.19360209
adult,excluded_unrestored,Ribosomal/Low-quality,MS4A1,8915,0.010319685922602356,0.015684659
adult,excluded_unrestored,Ribosomal/Low-quality,CD79A,8915,0.03286595625350533,0.049012117
adult,excluded_unrestored,Ribosomal/Low-quality,CD79B,8915,0.051598429613011774,0.075041
adult,excluded_unrestored,Ribosomal/Low-quality,LYZ,8915,0.27134043746494674,0.44091833
adult,excluded_unrestored,Ribosomal/Low-quality,LST1,8915,0.11531127313516545,0.16932376
adult,excluded_unrestored,Ribosomal/Low-quality,FCN1,8915,0.05630959057767807,0.08013731
adult,excluded_unrestored,Ribosomal/Low-quality,S100A8,8915,0.22893998878295008,0.36655357
adult,excluded_unrestored,Ribosomal/Low-quality,S100A9,8915,0.24296130117779025,0.39030308
adult,excluded_unrestored,Ribosomal/Low-quality,PPBP,8915,0.024677509814918678,0.038680077
adult,excluded_unrestored,Ribosomal/Low-quality,PF4,8915,0.013348289399887829,0.020072075
adult,excluded_unrestored,Ribosomal/Low-quality,HBB,8915,0.2051598429613012,0.4293143
adult,excluded_unrestored,Ribosomal/Low-quality,HBA1,8915,0.09119461581604038,0.14775531
adult,excluded_unrestored,Ribosomal/Low-quality,HBA2,8915,0.15647784632641615,0.3090596
adult,original_T,CD4 T Cells,CD3D,10455,0.8831181252989001,1.7705647
adult,original_T,CD4 T Cells,CD3E,10455,0.8742228598756576,1.7213801
adult,original_T,CD4 T Cells,CD4,10455,0.1694882831181253,0.2220897
adult,original_T,CD4 T Cells,IL7R,10455,0.7910090865614539,1.6015359
adult,original_T,CD4 T Cells,CCR7,10455,0.27709230033476806,0.41073555
adult,original_T,CD4 T Cells,TCF7,10455,0.41979913916786227,0.6094998
adult,original_T,CD4 T Cells,LEF1,10455,0.33916786226685797,0.48618558
adult,original_T,CD4 T Cells,CD8A,10455,0.09392635102821617,0.14369886
adult,original_T,CD4 T Cells,CD8B,10455,0.11707317073170732,0.20098267
adult,original_T,CD4 T Cells,NKG7,10455,0.17972262075561932,0.26238164
adult,original_T,CD4 T Cells,CCL5,10455,0.34395026303204207,0.74744433
adult,original_T,CD4 T Cells,GZMK,10455,0.16135820181731228,0.32425085
adult,original_T,CD4 T Cells,PRF1,10455,0.06197991391678623,0.079483986
adult,original_T,CD4 T Cells,GNLY,10455,0.17532281205164993,0.26230213
adult,original_T,CD4 T Cells,MS4A1,10455,0.011860353897656623,0.016622433
adult,original_T,CD4 T Cells,CD79A,10455,0.026398852223816355,0.035634223
adult,original_T,CD4 T Cells,CD79B,10455,0.09143950263032043,0.11661252
adult,original_T,CD4 T Cells,LYZ,10455,0.3284552845528455,0.48120558
adult,original_T,CD4 T Cells,LST1,10455,0.1945480631276901,0.26037073
adult,original_T,CD4 T Cells,FCN1,10455,0.07422285987565758,0.09418615
adult,original_T,CD4 T Cells,S100A8,10455,0.29564801530368245,0.42732826
adult,original_T,CD4 T Cells,S100A9,10455,0.305117168818747,0.44342524
adult,original_T,CD4 T Cells,PPBP,10455,0.03529411764705882,0.04629307
adult,original_T,CD4 T Cells,PF4,10455,0.015016738402678144,0.019962525
adult,original_T,CD4 T Cells,HBB,10455,0.2839789574366332,0.5860608
adult,original_T,CD4 T Cells,HBA1,10455,0.12615973218555715,0.18867408
adult,original_T,CD4 T Cells,HBA2,10455,0.21807747489239598,0.42341447
adult,original_T,CD8 T Cells,CD3D,4387,0.9044905402325051,2.0379102
adult,original_T,CD8 T Cells,CD3E,4387,0.9010713471620697,1.9353426
adult,original_T,CD8 T Cells,CD4,4387,0.04148620925461591,0.05710736
adult,original_T,CD8 T Cells,IL7R,4387,0.5327102803738317,1.0131756
adult,original_T,CD8 T Cells,CCR7,4387,0.09778892181445178,0.14382692
adult,original_T,CD8 T Cells,TCF7,4387,0.31866879416457716,0.4855067
adult,original_T,CD8 T Cells,LEF1,4387,0.10439936175062685,0.14460725
adult,original_T,CD8 T Cells,CD8A,4387,0.47207658992477775,0.8726678
adult,original_T,CD8 T Cells,CD8B,4387,0.43811260542511965,0.86619586
adult,original_T,CD8 T Cells,NKG7,4387,0.9183952587189423,2.6891139
adult,original_T,CD8 T Cells,CCL5,4387,0.9810804650102576,3.267678
adult,original_T,CD8 T Cells,GZMK,4387,0.839525871894233,2.11111
adult,original_T,CD8 T Cells,PRF1,4387,0.3847731935263278,0.63922024
adult,original_T,CD8 T Cells,GNLY,4387,0.29974925917483475,0.66299134
adult,original_T,CD8 T Cells,MS4A1,4387,0.03031684522452701,0.04608403
adult,original_T,CD8 T Cells,CD79A,4387,0.017095965352176886,0.024297498
adult,original_T,CD8 T Cells,CD79B,4387,0.06815591520401185,0.09140986
adult,original_T,CD8 T Cells,LYZ,4387,0.3120583542284021,0.49011087
adult,original_T,CD8 T Cells,LST1,4387,0.18235696375655344,0.2651724
adult,original_T,CD8 T Cells,FCN1,4387,0.09026669705949396,0.12287895
adult,original_T,CD8 T Cells,S100A8,4387,0.28265329382265786,0.44371927
adult,original_T,CD8 T Cells,S100A9,4387,0.30772737633918396,0.48919204
adult,original_T,CD8 T Cells,PPBP,4387,0.030544791429222704,0.04125922
adult,original_T,CD8 T Cells,PF4,4387,0.020743104627307954,0.028296074
adult,original_T,CD8 T Cells,HBB,4387,0.3175290631410987,0.7067752
adult,original_T,CD8 T Cells,HBA1,4387,0.16526099840437658,0.2673289
adult,original_T,CD8 T Cells,HBA2,4387,0.24162297697743332,0.484491
adult,other,B Cells,CD3D,3126,0.0927703134996801,0.13839541
adult,other,B Cells,CD3E,3126,0.09884836852207293,0.14545193
adult,other,B Cells,CD4,3126,0.01471529110684581,0.020181717
adult,other,B Cells,IL7R,3126,0.07165706973768395,0.10659132
adult,other,B Cells,CCR7,3126,0.24312220089571338,0.3952228
adult,other,B Cells,TCF7,3126,0.10684580934101087,0.14836808
adult,other,B Cells,LEF1,3126,0.03870761356365963,0.05292728
adult,other,B Cells,CD8A,3126,0.01983365323096609,0.025860354
adult,other,B Cells,CD8B,3126,0.018234165067178502,0.024617584
adult,other,B Cells,NKG7,3126,0.1417146513115803,0.21323605
adult,other,B Cells,CCL5,3126,0.1343570057581574,0.2024485
adult,other,B Cells,GZMK,3126,0.022712731925783748,0.032229
adult,other,B Cells,PRF1,3126,0.023352527191298784,0.032606423
adult,other,B Cells,GNLY,3126,0.1657069737683941,0.2512305
adult,other,B Cells,MS4A1,3126,0.8509277031349968,1.8631152
adult,other,B Cells,CD79A,3126,0.9545745361484325,2.4744513
adult,other,B Cells,CD79B,3126,0.8071017274472169,1.6698564
adult,other,B Cells,LYZ,3126,0.30454254638515676,0.48893562
adult,other,B Cells,LST1,3126,0.14651311580294304,0.21265122
adult,other,B Cells,FCN1,3126,0.06845809341010876,0.09288019
adult,other,B Cells,S100A8,3126,0.2581573896353167,0.40778998
adult,other,B Cells,S100A9,3126,0.2770313499680102,0.44628078
adult,other,B Cells,PPBP,3126,0.026231605886116442,0.041227296
adult,other,B Cells,PF4,3126,0.01471529110684581,0.024255363
adult,other,B Cells,HBB,3126,0.22040946896992963,0.46226823
adult,other,B Cells,HBA1,3126,0.10236724248240563,0.16725072
adult,other,B Cells,HBA2,3126,0.16122840690978887,0.32325387
adult,other,Classical Monocytes,CD3D,11546,0.0907673653213234,0.1366598
adult,other,Classical Monocytes,CD3E,11546,0.07301229863156071,0.10349605
adult,other,Classical Monocytes,CD4,11546,0.28330157630348174,0.43533128
adult,other,Classical Monocytes,IL7R,11546,0.046076563311969514,0.06714882
adult,other,Classical Monocytes,CCR7,11546,0.018188117096830072,0.025999133
adult,other,Classical Monocytes,TCF7,11546,0.036982504763554476,0.052568037
adult,other,Classical Monocytes,LEF1,11546,0.019833708643686124,0.02811957
adult,other,Classical Monocytes,CD8A,11546,0.01888099774813788,0.0256197
adult,other,Classical Monocytes,CD8B,11546,0.022865061493157805,0.03215382
adult,other,Classical Monocytes,NKG7,11546,0.1996362376580634,0.31118813
adult,other,Classical Monocytes,CCL5,11546,0.14230036376234192,0.21971828
adult,other,Classical Monocytes,GZMK,11546,0.021912350597609563,0.031407684
adult,other,Classical Monocytes,PRF1,11546,0.028581326866447255,0.03986465
adult,other,Classical Monocytes,GNLY,11546,0.17928286852589642,0.2897191
adult,other,Classical Monocytes,MS4A1,11546,0.0084877879785207,0.012460584
adult,other,Classical Monocytes,CD79A,11546,0.013944223107569721,0.020261439
adult,other,Classical Monocytes,CD79B,11546,0.028667936947860732,0.039377965
adult,other,Classical Monocytes,LYZ,11546,0.999826779837173,5.082769
adult,other,Classical Monocytes,LST1,11546,0.9513251342456261,2.491683
adult,other,Classical Monocytes,FCN1,11546,0.9567815693746752,2.816922
adult,other,Classical Monocytes,S100A8,11546,0.9968820370691148,4.789243
adult,other,Classical Monocytes,S100A9,11546,0.9985276286159709,4.9614944
adult,other,Classical Monocytes,PPBP,11546,0.06261908886194353,0.10323377
adult,other,Classical Monocytes,PF4,11546,0.034557422483977134,0.052962616
adult,other,Classical Monocytes,HBB,11546,0.36601420405335183,0.92537224
adult,other,Classical Monocytes,HBA1,11546,0.20786419539234366,0.39657855
adult,other,Classical Monocytes,HBA2,11546,0.3114498527628616,0.7329214
adult,other,NK Cells,CD3D,12366,0.581918162704189,1.3982296
adult,other,NK Cells,CD3E,12366,0.6598738476467734,1.4265751
adult,other,NK Cells,CD4,12366,0.025473071324599708,0.037161537
adult,other,NK Cells,IL7R,12366,0.16359372472909592,0.27644986
adult,other,NK Cells,CCR7,12366,0.03550056606825166,0.052848693
adult,other,NK Cells,TCF7,12366,0.16197638686721655,0.2529547
adult,other,NK Cells,LEF1,12366,0.06671518680252304,0.09976396
adult,other,NK Cells,CD8A,12366,0.4071648067281255,0.8083638
adult,other,NK Cells,CD8B,12366,0.3099628012291768,0.61452186
adult,other,NK Cells,NKG7,12366,0.997493126314087,3.9507987
adult,other,NK Cells,CCL5,12366,0.9099951479864143,3.2701914
adult,other,NK Cells,GZMK,12366,0.170790878214459,0.35710165
adult,other,NK Cells,PRF1,12366,0.7630600032346757,1.7845371
adult,other,NK Cells,GNLY,12366,0.8113375384117743,3.269967
adult,other,NK Cells,MS4A1,12366,0.008410156881772603,0.01301992
adult,other,NK Cells,CD79A,12366,0.015283842794759825,0.023256173
adult,other,NK Cells,CD79B,12366,0.06792819019893255,0.10542891
adult,other,NK Cells,LYZ,12366,0.29694323144104806,0.5050835
adult,other,NK Cells,LST1,12366,0.1133753841177422,0.17207332
adult,other,NK Cells,FCN1,12366,0.07949215591136989,0.12018262
adult,other,NK Cells,S100A8,12366,0.26225133430373604,0.44399738
adult,other,NK Cells,S100A9,12366,0.2879670063076177,0.49146616
adult,other,NK Cells,PPBP,12366,0.03727963771631894,0.05765932
adult,other,NK Cells,PF4,12366,0.019327187449458192,0.029506486
adult,other,NK Cells,HBB,12366,0.34586770176289827,0.85860157
adult,other,NK Cells,HBA1,12366,0.21583373766779881,0.40610173
adult,other,NK Cells,HBA2,12366,0.2972666990134239,0.65794164
adult,other,Non-classical Monocytes,CD3D,4847,0.13864245925314628,0.14770602
adult,other,Non-classical Monocytes,CD3E,4847,0.10480709717350939,0.10722002
adult,other,Non-classical Monocytes,CD4,4847,0.4031359603878688,0.47137526
adult,other,Non-classical Monocytes,IL7R,4847,0.07447905921188364,0.07593611
adult,other,Non-classical Monocytes,CCR7,4847,0.031772230245512685,0.03135248
adult,other,Non-classical Monocytes,TCF7,4847,0.07530431194553332,0.07541853
adult,other,Non-classical Monocytes,LEF1,4847,0.03135960387868785,0.029861132
adult,other,Non-classical Monocytes,CD8A,4847,0.030534351145038167,0.028627992
adult,other,Non-classical Monocytes,CD8B,4847,0.045182587167319994,0.047033682
adult,other,Non-classical Monocytes,NKG7,4847,0.325149577057974,0.39566138
adult,other,Non-classical Monocytes,CCL5,4847,0.2502578914792655,0.33246356
adult,other,Non-classical Monocytes,GZMK,4847,0.03280379616257479,0.03295158
adult,other,Non-classical Monocytes,PRF1,4847,0.05405405405405406,0.05638845
adult,other,Non-classical Monocytes,GNLY,4847,0.21559727666597894,0.250147
adult,other,Non-classical Monocytes,MS4A1,4847,0.009284093253558903,0.009240093
adult,other,Non-classical Monocytes,CD79A,4847,0.028677532494326387,0.029654894
adult,other,Non-classical Monocytes,CD79B,4847,0.3307200330101093,0.42480096
adult,other,Non-classical Monocytes,LYZ,4847,0.9884464617289045,3.6439776
adult,other,Non-classical Monocytes,LST1,4847,0.991128533113266,3.1998727
adult,other,Non-classical Monocytes,FCN1,4847,0.9187126057355065,2.4615195
adult,other,Non-classical Monocytes,S100A8,4847,0.843820920156798,2.199421
adult,other,Non-classical Monocytes,S100A9,4847,0.9325355890241387,2.6625679
adult,other,Non-classical Monocytes,PPBP,4847,0.12688260779863833,0.26898244
adult,other,Non-classical Monocytes,PF4,4847,0.09263461935217661,0.184534
adult,other,Non-classical Monocytes,HBB,4847,0.5009284093253559,1.1231796
adult,other,Non-classical Monocytes,HBA1,4847,0.32246750567361254,0.49022123
adult,other,Non-classical Monocytes,HBA2,4847,0.4332576851660821,0.8894273
adult,other,Plasma Cells,CD3D,222,0.31981981981981983,0.2568324
adult,other,Plasma Cells,CD3E,222,0.30180180180180183,0.241712
adult,other,Plasma Cells,CD4,222,0.05405405405405406,0.034806147
adult,other,Plasma Cells,IL7R,222,0.20270270270270271,0.16191727
adult,other,Plasma Cells,CCR7,222,0.1036036036036036,0.06762391
adult,other,Plasma Cells,TCF7,222,0.25675675675675674,0.17056735
adult,other,Plasma Cells,LEF1,222,0.13063063063063063,0.09455833
adult,other,Plasma Cells,CD8A,222,0.0945945945945946,0.060144708
adult,other,Plasma Cells,CD8B,222,0.1036036036036036,0.07351363
adult,other,Plasma Cells,NKG7,222,0.45495495495495497,0.42491293
adult,other,Plasma Cells,CCL5,222,0.42342342342342343,0.40724203
adult,other,Plasma Cells,GZMK,222,0.10810810810810811,0.089935966
adult,other,Plasma Cells,PRF1,222,0.19369369369369369,0.1459494
adult,other,Plasma Cells,GNLY,222,0.4369369369369369,0.42278895
adult,other,Plasma Cells,MS4A1,222,0.07657657657657657,0.06746714
adult,other,Plasma Cells,CD79A,222,0.9099099099099099,2.197942
adult,other,Plasma Cells,CD79B,222,0.7342342342342343,0.8412188
adult,other,Plasma Cells,LYZ,222,0.6711711711711712,0.7790417
adult,other,Plasma Cells,LST1,222,0.3333333333333333,0.2713876
adult,other,Plasma Cells,FCN1,222,0.34684684684684686,0.27670848
adult,other,Plasma Cells,S100A8,222,0.6396396396396397,0.72598994
adult,other,Plasma Cells,S100A9,222,0.6576576576576577,0.76509005
adult,other,Plasma Cells,PPBP,222,0.13513513513513514,0.11827462
adult,other,Plasma Cells,PF4,222,0.04954954954954955,0.045489658
adult,other,Plasma Cells,HBB,222,0.6036036036036037,1.0635164
adult,other,Plasma Cells,HBA1,222,0.35585585585585583,0.48008674
adult,other,Plasma Cells,HBA2,222,0.5045045045045045,0.8064336
adult,other,Platelets,CD3D,297,0.3771043771043771,0.754401
adult,other,Platelets,CD3E,297,0.37373737373737376,0.7319217
adult,other,Platelets,CD4,297,0.07744107744107744,0.09767336
adult,other,Platelets,IL7R,297,0.2828282828282828,0.51209295
adult,other,Platelets,CCR7,297,0.1919191919191919,0.3013271
adult,other,Platelets,TCF7,297,0.15488215488215487,0.21526565
adult,other,Platelets,LEF1,297,0.19865319865319866,0.29728904
adult,other,Platelets,CD8A,297,0.09764309764309764,0.17640983
adult,other,Platelets,CD8B,297,0.10774410774410774,0.19357795
adult,other,Platelets,NKG7,297,0.26262626262626265,0.7266468
adult,other,Platelets,CCL5,297,0.9528619528619529,3.4876294
adult,other,Platelets,GZMK,297,0.08080808080808081,0.15269783
adult,other,Platelets,PRF1,297,0.12121212121212122,0.2538967
adult,other,Platelets,GNLY,297,0.25925925925925924,0.683981
adult,other,Platelets,MS4A1,297,0.016835016835016835,0.017967552
adult,other,Platelets,CD79A,297,0.02356902356902357,0.033027466
adult,other,Platelets,CD79B,297,0.030303030303030304,0.042933118
adult,other,Platelets,LYZ,297,0.32323232323232326,0.5942056
adult,other,Platelets,LST1,297,0.11447811447811448,0.17886856
adult,other,Platelets,FCN1,297,0.08754208754208755,0.13431637
adult,other,Platelets,S100A8,297,0.2996632996632997,0.5229643
adult,other,Platelets,S100A9,297,0.30303030303030304,0.5325418
adult,other,Platelets,PPBP,297,0.98989898989899,4.7810907
adult,other,Platelets,PF4,297,0.9629629629629629,4.1151476
adult,other,Platelets,HBB,297,0.31986531986531985,0.8300531
adult,other,Platelets,HBA1,297,0.44107744107744107,1.0085531
adult,other,Platelets,HBA2,297,0.30303030303030304,0.68451846
adult,other,RBCs,CD3D,1093,0.14089661482159194,0.20873947
adult,other,RBCs,CD3E,1093,0.12351326623970722,0.18975164
adult,other,RBCs,CD4,1093,0.0192131747483989,0.019318515
adult,other,RBCs,IL7R,1093,0.07593778591033852,0.10405972
adult,other,RBCs,CCR7,1093,0.035681610247026534,0.040459972
adult,other,RBCs,TCF7,1093,0.0484903934126258,0.05828216
adult,other,RBCs,LEF1,1093,0.03751143641354071,0.041313026
adult,other,RBCs,CD8A,1093,0.04574565416285453,0.058326825
adult,other,RBCs,CD8B,1093,0.043000914913083256,0.0616857
adult,other,RBCs,NKG7,1093,0.19213174748398903,0.29346356
adult,other,RBCs,CCL5,1093,0.1537053979871912,0.24265414
adult,other,RBCs,GZMK,1093,0.0292772186642269,0.045689855
adult,other,RBCs,PRF1,1093,0.07410795974382434,0.10082819
adult,other,RBCs,GNLY,1093,0.13174748398902103,0.17281088
adult,other,RBCs,MS4A1,1093,0.004574565416285453,0.0052108304
adult,other,RBCs,CD79A,1093,0.012808783165599268,0.013122887
adult,other,RBCs,CD79B,1093,0.008234217749313814,0.009404929
adult,other,RBCs,LYZ,1093,0.2698993595608417,0.3133166
adult,other,RBCs,LST1,1093,0.10521500457456541,0.11281951
adult,other,RBCs,FCN1,1093,0.10887465690759378,0.11115434
adult,other,RBCs,S100A8,1093,0.2753888380603843,0.3265761
adult,other,RBCs,S100A9,1093,0.27264409881061297,0.32976177
adult,other,RBCs,PPBP,1093,0.04117108874656908,0.04405118
adult,other,RBCs,PF4,1093,0.0192131747483989,0.022629585
adult,other,RBCs,HBB,1093,0.9981701738334858,8.267269
adult,other,RBCs,HBA1,1093,0.9963403476669717,7.2907352
adult,other,RBCs,HBA2,1093,0.9981701738334858,7.7382607
adult,other,pDCs,CD3D,457,0.1400437636761488,0.16106957
adult,other,pDCs,CD3E,457,0.19474835886214442,0.22473615
adult,other,pDCs,CD4,457,0.5382932166301969,0.7882541
adult,other,pDCs,IL7R,457,0.0962800875273523,0.10000236
adult,other,pDCs,CCR7,457,0.07221006564551423,0.07714432
adult,other,pDCs,TCF7,457,0.13347921225382933,0.14036277
adult,other,pDCs,LEF1,457,0.0262582056892779,0.025419127
adult,other,pDCs,CD8A,457,0.028446389496717725,0.025101062
adult,other,pDCs,CD8B,457,0.028446389496717725,0.032177463
adult,other,pDCs,NKG7,457,0.3085339168490153,0.3829638
adult,other,pDCs,CCL5,457,0.19693654266958424,0.25732017
adult,other,pDCs,GZMK,457,0.02188183807439825,0.01624553
adult,other,pDCs,PRF1,457,0.0700218818380744,0.07758167
adult,other,pDCs,GNLY,457,0.24945295404814005,0.31992528
adult,other,pDCs,MS4A1,457,0.01312910284463895,0.014603033
adult,other,pDCs,CD79A,457,0.16849015317286653,0.18371975
adult,other,pDCs,CD79B,457,0.04814004376367615,0.046123248
adult,other,pDCs,LYZ,457,0.5295404814004376,0.7613549
adult,other,pDCs,LST1,457,0.44638949671772427,0.5655958
adult,other,pDCs,FCN1,457,0.15973741794310722,0.15810856
adult,other,pDCs,S100A8,457,0.41575492341356673,0.5065085
adult,other,pDCs,S100A9,457,0.3916849015317287,0.46792373
adult,other,pDCs,PPBP,457,0.11597374179431072,0.14816907
adult,other,pDCs,PF4,457,0.0525164113785558,0.08528632
adult,other,pDCs,HBB,457,0.38293216630196936,0.624398
adult,other,pDCs,HBA1,457,0.19474835886214442,0.24405397
adult,other,pDCs,HBA2,457,0.31072210065645517,0.47181684
adult,restored,CD4 T Cells,CD3D,13000,1.0,2.0425453
adult,restored,CD4 T Cells,CD3E,13000,1.0,2.011961
adult,restored,CD4 T Cells,CD4,13000,0.1763846153846154,0.24714139
adult,restored,CD4 T Cells,IL7R,13000,0.7055384615384616,1.3453642
adult,restored,CD4 T Cells,CCR7,13000,0.5191538461538462,0.86218494
adult,restored,CD4 T Cells,TCF7,13000,0.4899230769230769,0.7748975
adult,restored,CD4 T Cells,LEF1,13000,0.5132307692307693,0.83681387
adult,restored,CD4 T Cells,CD8A,13000,0.021538461538461538,0.02940255
adult,restored,CD4 T Cells,CD8B,13000,0.036076923076923076,0.055198036
adult,restored,CD4 T Cells,NKG7,13000,0.1113076923076923,0.15601684
adult,restored,CD4 T Cells,CCL5,13000,0.10246153846153847,0.149094
adult,restored,CD4 T Cells,GZMK,13000,0.029384615384615384,0.04961132
adult,restored,CD4 T Cells,PRF1,13000,0.035076923076923075,0.046779044
adult,restored,CD4 T Cells,GNLY,13000,0.141,0.19989312
adult,restored,CD4 T Cells,MS4A1,13000,0.008384615384615384,0.011599619
adult,restored,CD4 T Cells,CD79A,13000,0.022,0.030816909
adult,restored,CD4 T Cells,CD79B,13000,0.06723076923076923,0.09068191
adult,restored,CD4 T Cells,LYZ,13000,0.2926923076923077,0.44075578
adult,restored,CD4 T Cells,LST1,13000,0.12784615384615386,0.1766144
adult,restored,CD4 T Cells,FCN1,13000,0.06253846153846154,0.08355466
adult,restored,CD4 T Cells,S100A8,13000,0.25115384615384617,0.37382177
adult,restored,CD4 T Cells,S100A9,13000,0.2716923076923077,0.4057482
adult,restored,CD4 T Cells,PPBP,13000,0.028923076923076923,0.040735263
adult,restored,CD4 T Cells,PF4,13000,0.01646153846153846,0.0237306
adult,restored,CD4 T Cells,HBB,13000,0.22846153846153847,0.45012954
adult,restored,CD4 T Cells,HBA1,13000,0.09115384615384615,0.13452984
adult,restored,CD4 T Cells,HBA2,13000,0.16846153846153847,0.31311888
adult,restored,CD8 T Cells,CD3D,4434,1.0,1.976894
adult,restored,CD8 T Cells,CD3E,4434,1.0,2.001914
adult,restored,CD8 T Cells,CD4,4434,0.016012629679747408,0.019075964
adult,restored,CD8 T Cells,IL7R,4434,0.7262065854758682,1.2929252
adult,restored,CD8 T Cells,CCR7,4434,0.6513306269733875,1.0639412
adult,restored,CD8 T Cells,TCF7,4434,0.5336039693279206,0.7934234
adult,restored,CD8 T Cells,LEF1,4434,0.568786648624267,0.87154335
adult,restored,CD8 T Cells,CD8A,4434,0.6226883175462337,0.97575533
adult,restored,CD8 T Cells,CD8B,4434,0.8849797023004059,1.7421857
adult,restored,CD8 T Cells,NKG7,4434,0.16644113667117727,0.21890524
adult,restored,CD8 T Cells,CCL5,4434,0.14366260712674786,0.21132667
adult,restored,CD8 T Cells,GZMK,4434,0.02819124943617501,0.043629475
adult,restored,CD8 T Cells,PRF1,4434,0.06991429860171403,0.085984156
adult,restored,CD8 T Cells,GNLY,4434,0.15651781686964367,0.20346038
adult,restored,CD8 T Cells,MS4A1,4434,0.010599909788001804,0.013153149
adult,restored,CD8 T Cells,CD79A,4434,0.10983310780333784,0.14285426
adult,restored,CD8 T Cells,CD79B,4434,0.04442940911141182,0.055948783
adult,restored,CD8 T Cells,LYZ,4434,0.33626522327469555,0.47458884
adult,restored,CD8 T Cells,LST1,4434,0.14546684709066307,0.18641248
adult,restored,CD8 T Cells,FCN1,4434,0.08570139828597204,0.10581642
adult,restored,CD8 T Cells,S100A8,4434,0.2956698240866035,0.40686488
adult,restored,CD8 T Cells,S100A9,4434,0.3069463238610735,0.43229702
adult,restored,CD8 T Cells,PPBP,4434,0.034055029318899414,0.04261975
adult,restored,CD8 T Cells,PF4,4434,0.01849345963013081,0.023911664
adult,restored,CD8 T Cells,HBB,4434,0.2489851150202977,0.44366735
adult,restored,CD8 T Cells,HBA1,4434,0.10126296797474064,0.14318116
adult,restored,CD8 T Cells,HBA2,4434,0.18516012629679748,0.28948766
