cohort,sample,review_group,label,cells,n_genes_by_counts_median,total_counts_median,pct_counts_mt_median,doublet_score_median,ribosomal_percent_retained_genes_median,reference_probability_median,nonT_multimarker_flag_fraction,CD8_both_detected_fraction,same_restoration_gate_fraction,p08_fraction
child,GSM4029914_JB17017,other,RBCs,3,507.0,9070.0,0.3417861080485115,0.0810393619758168,19.220583,0.1027414576537082,0.0,0.0,0.0,0.0
child,GSM4029914_JB17017,other,cDCs,88,2618.0,12541.5,4.135095412150971,0.07718570347775375,34.193956,0.5455552773484434,1.0,0.03409090909090909,0.0,0.22727272727272727
child,GSM4029914_JB17017,other,pDCs,29,2036.0,7688.0,3.0649280817314155,0.1158884783338931,37.488518,0.9349735240060688,0.6896551724137931,0.034482758620689655,0.0,0.7241379310344828
child,GSM4029914_JB17017,restored,CD4 T Cells,2099,909.0,4096.0,3.139427516158818,0.0712773465067042,54.56234,0.9484105898956624,0.27632205812291566,0.01095759885659838,1.0,0.8351595998094331
child,GSM4029914_JB17017,restored,CD8 T Cells,1343,1026.0,4820.0,3.809190983749781,0.0669975186104218,54.449417,0.949645765751861,0.34177215189873417,0.5495160089352197,1.0,0.8190618019359642
child,GSM4029915_JB17018,excluded_unrestored,Ribosomal/Low-quality,1340,1088.0,4100.5,2.894358419315917,0.0434632631942048,46.930422,0.890266317910061,0.49776119402985075,0.12388059701492538,0.0,0.5955223880597015
child,GSM4029915_JB17018,original_T,CD4 T Cells,717,1290.0,5037.0,2.5405786873676783,0.061198470038249,45.344963,0.7434382176078552,0.6052998605299861,0.016736401673640166,0.6234309623430963,0.4393305439330544
child,GSM4029915_JB17018,original_T,CD8 T Cells,518,1011.5,2953.5,3.4866856335735195,0.0400263548015154,32.152342000000004,0.865420179895908,0.3803088803088803,0.10617760617760617,0.10038610038610038,0.5540540540540541
child,GSM4029915_JB17018,other,B Cells,743,1029.0,3459.0,3.9800995024875614,0.0106236474522919,43.039635,0.943986991345,0.9851951547779273,0.0026917900403768506,0.0013458950201884253,0.7940780619111709
child,GSM4029915_JB17018,other,Classical Monocytes,692,1472.0,4900.0,5.491368798027647,0.0135376219960121,26.8181,0.9897577370130379,1.0,0.001445086705202312,0.001445086705202312,0.934971098265896
child,GSM4029915_JB17018,other,IFN-stimulated T Cells,6,1284.5,5288.5,2.2150680348511482,0.09448623332387165,49.260807,0.9563010927441267,0.6666666666666666,0.0,0.8333333333333334,0.6666666666666666
child,GSM4029915_JB17018,other,NK Cells,938,1064.5,2696.5,3.585890647792966,0.0207147183525136,22.947252499999998,0.9995273205570547,0.3272921108742004,0.008528784648187633,0.0,0.9253731343283582
child,GSM4029915_JB17018,other,Non-classical Monocytes,158,1987.0,7320.5,4.776234130236215,0.0273748170770503,27.370843,0.9764926106469727,1.0,0.0,0.0,0.7848101265822784
child,GSM4029915_JB17018,other,Plasma Cells,8,2964.0,14038.0,4.146948264026155,0.0812898552599241,29.787464999999997,0.8236379489871746,1.0,0.125,0.0,0.5
child,GSM4029915_JB17018,other,Platelets,53,1536.0,5782.0,4.627766599597585,0.0472398190045248,27.293678,0.935305512163667,0.9811320754716981,0.018867924528301886,0.1320754716981132,0.6226415094339622
child,GSM4029915_JB17018,other,RBCs,2,817.5,1879.0,10.643256142596222,0.11715953833723901,19.444672,0.5570759345154511,0.5,0.0,0.5,0.0
child,GSM4029915_JB17018,other,cDCs,85,2772.0,13648.0,3.6897590361445785,0.0735576923076923,33.822517,0.6984307660135832,1.0,0.0,0.0,0.29411764705882354
child,GSM4029915_JB17018,other,pDCs,43,1811.0,6292.0,2.791411042944785,0.061198470038249,36.15012,0.96865253310687,0.8604651162790697,0.0,0.023255813953488372,0.8372093023255814
child,GSM4029915_JB17018,restored,CD4 T Cells,2128,1113.0,4571.0,2.3346917329139667,0.0585522201375859,51.6369035,0.9616687198139652,0.5042293233082706,0.006109022556390977,1.0,0.8707706766917294
child,GSM4029915_JB17018,restored,CD8 T Cells,1098,1223.0,5268.5,2.98616289351715,0.0544378698224852,51.451443,0.9694231362845314,0.5418943533697632,0.6530054644808743,1.0,0.8506375227686703
child,GSM4029916_JB18063,excluded_unrestored,Ribosomal/Low-quality,176,1131.0,2796.5,1.0311366476756734,0.0257993384785005,31.519879,0.5700579051754191,0.9318181818181818,0.18181818181818182,0.0,0.36363636363636365
child,GSM4029916_JB18063,original_T,CD4 T Cells,362,1419.0,3646.5,1.3236079286334008,0.040551724137931,26.422316000000002,0.7636703768739828,0.9640883977900553,0.11049723756906077,0.6325966850828729,0.44751381215469616
child,GSM4029916_JB18063,original_T,CD8 T Cells,247,1251.0,2970.0,1.312127236580517,0.0323529411764705,22.845907,0.7551827668524699,0.9635627530364372,0.562753036437247,0.5748987854251012,0.4493927125506073
child,GSM4029916_JB18063,other,B Cells,758,1078.0,2652.0,1.3743996070936089,0.029563585171281,32.595062,0.8409717370433825,1.0,0.0013192612137203166,0.0,0.5633245382585752
child,GSM4029916_JB18063,other,Classical Monocytes,644,1600.5,4826.5,1.8519933695839288,0.0309278350515463,16.8623345,0.9767486913873071,1.0,0.0,0.0,0.8850931677018633
child,GSM4029916_JB18063,other,IFN-stimulated T Cells,23,1165.0,3161.0,0.9888751545117428,0.0246433203631647,30.491804,0.8096985407063504,0.9565217391304348,0.0,0.6521739130434783,0.5217391304347826
child,GSM4029916_JB18063,other,NK Cells,163,1342.0,3034.0,1.7498138495904692,0.0185614849187935,18.79832,0.9979458140450276,0.950920245398773,0.006134969325153374,0.018404907975460124,0.8159509202453987
child,GSM4029916_JB18063,other,Non-classical Monocytes,220,1844.5,5666.5,1.502700424414299,0.0282563749138525,16.103046499999998,0.9434991068223963,1.0,0.00909090909090909,0.0,0.7227272727272728
child,GSM4029916_JB18063,other,Plasma Cells,178,2633.0,10071.5,3.0331119351736615,0.0651933701657458,22.0182445,0.7905958447520405,1.0,0.02247191011235955,0.0,0.4887640449438202
child,GSM4029916_JB18063,other,Platelets,7,1570.0,4181.0,1.675579322638146,0.044437990124891,14.20414,0.6511835287600338,1.0,0.0,0.14285714285714285,0.42857142857142855
child,GSM4029916_JB18063,other,RBCs,1,993.0,1986.0,12.386706948640484,0.0899031811894882,18.312021,0.0545292830531208,1.0,0.0,0.0,0.0
child,GSM4029916_JB18063,other,cDCs,31,2759.0,10482.0,2.010796221322537,0.0849557522123893,21.611399,0.7158737877309409,1.0,0.0,0.0,0.3870967741935484
child,GSM4029916_JB18063,other,pDCs,6,2275.5,7339.5,1.2290301190512867,0.08267353752686671,27.3994665,0.9831143686665863,1.0,0.0,0.0,0.8333333333333334
child,GSM4029916_JB18063,restored,CD4 T Cells,128,1124.5,3017.0,0.8905647325712961,0.027002700270027,36.110708,0.9394479722589342,0.953125,0.0234375,1.0,0.7421875
child,GSM4029916_JB18063,restored,CD8 T Cells,65,1192.0,3372.0,1.0396975425330812,0.0136411332633788,39.30328,0.8707403321431753,0.9384615384615385,0.6307692307692307,1.0,0.5538461538461539
child,GSM4029917_JB18064,excluded_unrestored,Ribosomal/Low-quality,1031,915.0,2591.0,1.2371134020618555,0.068092877641534,40.980663,0.4154857384639439,0.4335596508244423,0.1784675072744908,0.0,0.2376333656644035
child,GSM4029917_JB18064,original_T,CD4 T Cells,1471,1125.0,3327.0,1.102509969505043,0.0635118306351183,39.417263,0.7510025140844621,0.5567641060503059,0.021753908905506457,0.5785180149558123,0.4309993201903467
child,GSM4029917_JB18064,original_T,CD8 T Cells,937,1050.0,2636.0,1.3824884792626728,0.0415544440169295,30.496803,0.7324993771232828,0.4119530416221985,0.4194236926360726,0.5133404482390609,0.439701173959445
child,GSM4029917_JB18064,other,B Cells,322,984.5,2611.5,1.611408902263308,0.01617670879178395,36.07966,0.8103034654523262,0.9906832298136646,0.015527950310559006,0.003105590062111801,0.515527950310559
child,GSM4029917_JB18064,other,Classical Monocytes,719,1013.0,2532.0,3.0516750305167504,0.0244625648628613,23.416887,0.9335041506012834,1.0,0.006954102920723227,0.0013908205841446453,0.7246175243393602
child,GSM4029917_JB18064,other,IFN-stimulated T Cells,92,1078.5,3040.0,0.9659995404315551,0.05282678206975095,40.5726225,0.6084443217239411,0.5,0.07608695652173914,0.5434782608695652,0.31521739130434784
child,GSM4029917_JB18064,other,NK Cells,291,1297.0,3042.0,1.7513566847557966,0.0402722631877481,21.552877,0.9632623410026766,0.4879725085910653,0.020618556701030927,0.024054982817869417,0.7044673539518901
child,GSM4029917_JB18064,other,Non-classical Monocytes,434,1417.0,4121.0,2.237376726771791,0.0236980690462258,21.509783499999998,0.9887046237778162,0.9953917050691244,0.016129032258064516,0.0,0.8663594470046083
child,GSM4029917_JB18064,other,Plasma Cells,133,2463.0,9520.0,3.261897258115348,0.0917874396135265,26.744009,0.8042062086025719,0.9624060150375939,0.06015037593984962,0.0,0.5112781954887218
child,GSM4029917_JB18064,other,Platelets,34,1316.5,3613.0,3.403843123825914,0.0999973851338321,24.265256,0.8607747138805018,1.0,0.08823529411764706,0.058823529411764705,0.6176470588235294
child,GSM4029917_JB18064,other,RBCs,14,295.0,3968.5,0.13167019174092434,0.10168440538800974,7.7027781,0.11818211432592174,0.5,0.0,0.0,0.0
child,GSM4029917_JB18064,other,cDCs,45,2309.0,8672.0,2.113271344040575,0.0848798296318831,26.50416,0.7701865694777972,1.0,0.022222222222222223,0.0,0.4
child,GSM4029917_JB18064,other,pDCs,15,1956.0,6103.0,1.5410958904109588,0.0917874396135265,31.314135,0.9640556512037078,0.6666666666666666,0.0,0.0,0.8666666666666667
child,GSM4029917_JB18064,restored,CD4 T Cells,664,921.5,2652.5,1.1003614838385138,0.0536912751677852,43.383705,0.869074584726123,0.43373493975903615,0.022590361445783132,1.0,0.6144578313253012
child,GSM4029917_JB18064,restored,CD8 T Cells,487,1028.0,3162.0,1.2251148545176112,0.0456852791878172,45.171104,0.8972124135260818,0.47638603696098564,0.4948665297741273,1.0,0.6919917864476386
child,GSM4029918_JB18065,excluded_unrestored,Ribosomal/Low-quality,1216,728.0,2257.0,2.6568402956775667,0.0718132854578097,45.308068500000005,0.9410328782350563,0.20559210526315788,0.08717105263157894,0.0,0.671875
child,GSM4029918_JB18065,original_T,CD4 T Cells,870,958.0,3048.5,2.5858121701779657,0.0778481012658228,42.813584,0.7124724666867441,0.3367816091954023,0.008045977011494253,0.5103448275862069,0.40804597701149425
child,GSM4029918_JB18065,original_T,CD8 T Cells,569,859.0,2268.0,3.1668153434433544,0.0570987654320987,33.762886,0.559156680056802,0.19859402460456943,0.281195079086116,0.3163444639718805,0.2671353251318102
child,GSM4029918_JB18065,other,B Cells,249,936.0,3137.0,2.7055424218544784,0.0247035573122529,45.394447,0.8802940145201861,0.9558232931726908,0.012048192771084338,0.004016064257028112,0.6265060240963856
child,GSM4029918_JB18065,other,Classical Monocytes,453,1135.0,3240.0,4.2074141460086425,0.0171870524205098,27.39784,0.9577068634355576,1.0,0.004415011037527594,0.0,0.7902869757174393
child,GSM4029918_JB18065,other,IFN-stimulated T Cells,1,832.0,3006.0,2.5948103792415167,0.1363636363636363,51.35045,0.932497686688823,0.0,0.0,1.0,1.0
child,GSM4029918_JB18065,other,NK Cells,300,904.0,2272.0,3.2647513860888555,0.0293751112693608,29.999344,0.7439823920914985,0.26,0.02,0.07666666666666666,0.44
child,GSM4029918_JB18065,other,Non-classical Monocytes,148,1548.5,5161.5,3.885877249980374,0.02988842425574445,29.767049,0.9023153527074381,1.0,0.006756756756756757,0.0,0.7094594594594594
child,GSM4029918_JB18065,other,Plasma Cells,20,2463.5,10907.0,3.5846387337679793,0.08647376686626759,35.202034,0.8897048204851524,0.8,0.0,0.0,0.6
child,GSM4029918_JB18065,other,Platelets,23,1151.0,3153.0,5.023322569070685,0.1166168304143528,22.298388,0.5305340215950599,1.0,0.0,0.08695652173913043,0.391304347826087
child,GSM4029918_JB18065,other,RBCs,8,926.5,3449.0,3.1319811089172003,0.0511896178803172,42.353120000000004,0.1704855690781632,0.25,0.0,0.0,0.125
child,GSM4029918_JB18065,other,cDCs,49,2144.0,8810.0,3.054932735426009,0.0778481012658228,35.83759,0.6180253350633208,1.0,0.0,0.0,0.2653061224489796
child,GSM4029918_JB18065,other,pDCs,6,1578.0,4772.0,2.060268878442592,0.2062435806090439,36.10886,0.9766922957513386,0.8333333333333334,0.0,0.0,1.0
child,GSM4029918_JB18065,restored,CD4 T Cells,1163,830.0,2708.0,2.254489873901414,0.0778481012658228,47.57991,0.9766695410672968,0.26311263972484955,0.005159071367153913,1.0,0.8624247635425624
child,GSM4029918_JB18065,restored,CD8 T Cells,369,885.0,3002.0,2.698028363887928,0.0778481012658228,47.319588,0.93113109293814,0.24390243902439024,0.4281842818428184,1.0,0.7859078590785907
child,GSM4029919_JB18066,excluded_unrestored,Ribosomal/Low-quality,296,823.5,2336.0,1.6796576134058627,0.0456852791878172,42.343515499999995,0.8354751060869189,0.668918918918919,0.05405405405405406,0.0,0.5236486486486487
child,GSM4029919_JB18066,original_T,CD4 T Cells,308,1089.5,3052.5,1.6275582573454912,0.0656063618290258,33.7673585,0.8271503319443796,0.788961038961039,0.00974025974025974,0.5811688311688312,0.538961038961039
child,GSM4029919_JB18066,original_T,CD8 T Cells,514,1079.0,2715.5,2.126753123434206,0.0434782608695652,26.2711505,0.757440348448678,0.6828793774319066,0.29961089494163423,0.5019455252918288,0.44357976653696496
child,GSM4029919_JB18066,other,B Cells,398,1050.0,3102.5,2.236744565074525,0.0178242163491087,35.7515825,0.8655068355782891,0.9824120603015075,0.002512562814070352,0.0,0.5979899497487438
child,GSM4029919_JB18066,other,Classical Monocytes,443,922.0,2227.0,3.6885245901639343,0.0254476908576814,19.338717,0.9747929254957228,1.0,0.0,0.0,0.8623024830699775
child,GSM4029919_JB18066,other,IFN-stimulated T Cells,33,1149.0,3344.0,1.278600269179004,0.0656063618290258,40.847458,0.9121692205434404,0.696969696969697,0.06060606060606061,0.7272727272727273,0.7272727272727273
child,GSM4029919_JB18066,other,NK Cells,148,1286.0,3091.5,2.280606662369926,0.04040389002491465,22.4573215,0.813614780264063,0.7837837837837838,0.02702702702702703,0.0945945945945946,0.5202702702702703
child,GSM4029919_JB18066,other,Non-classical Monocytes,132,1345.0,3803.5,3.085281031207308,0.03169511309188555,19.834509,0.9812028661500539,1.0,0.0,0.0,0.8484848484848485
child,GSM4029919_JB18066,other,Plasma Cells,14,2258.0,10395.0,2.800819859580216,0.087378640776699,22.089727500000002,0.7997832897529352,1.0,0.0,0.0,0.5
child,GSM4029919_JB18066,other,Platelets,29,750.0,2226.0,5.854241338112306,0.0929405789740985,5.013674,0.4558797802952998,1.0,0.034482758620689655,0.06896551724137931,0.13793103448275862
child,GSM4029919_JB18066,other,RBCs,49,306.0,4637.0,0.1344086021505376,0.0340724716062736,5.827068,0.1318453005280787,0.7959183673469388,0.0,0.0,0.02040816326530612
child,GSM4029919_JB18066,other,cDCs,9,2101.0,6271.0,3.1036957301758163,0.0559540889526542,23.229645,0.7675747110381476,1.0,0.0,0.0,0.4444444444444444
child,GSM4029919_JB18066,other,pDCs,1,2503.0,9998.0,2.190438087617524,0.0990415335463258,46.7724,0.0390457746527301,1.0,0.0,0.0,0.0
child,GSM4029919_JB18066,restored,CD4 T Cells,277,967.0,3120.0,1.217263002582073,0.0480235217249264,46.498905,0.9721493718219072,0.7148014440433214,0.007220216606498195,1.0,0.8086642599277978
child,GSM4029919_JB18066,restored,CD8 T Cells,85,1202.0,4070.0,1.354147075418469,0.0434782608695652,47.99887,0.8955650584251864,0.8823529411764706,0.5882352941176471,1.0,0.7294117647058823
child,GSM4029920_JB18067,excluded_unrestored,Ribosomal/Low-quality,1120,719.5,2421.5,3.8468873910991848,0.0695948035879987,48.8932135,0.9596400384829398,0.5348214285714286,0.06696428571428571,0.0,0.7616071428571428
child,GSM4029920_JB18067,original_T,CD4 T Cells,525,889.0,2833.0,3.361344537815126,0.082607180202161,45.315212,0.7502716491752357,0.5961904761904762,0.0019047619047619048,0.5047619047619047,0.4419047619047619
child,GSM4029920_JB18067,original_T,CD8 T Cells,206,856.0,2322.5,4.476427987331879,0.0303724928366762,34.325571,0.504713315440823,0.5194174757281553,0.07766990291262135,0.21844660194174756,0.2912621359223301
child,GSM4029920_JB18067,other,B Cells,325,759.0,2520.0,4.526462395543176,0.0140326009922041,47.755417,0.90431202587233,0.9723076923076923,0.0,0.0,0.6892307692307692
child,GSM4029920_JB18067,other,Classical Monocytes,709,1099.0,3196.0,5.50531914893617,0.026254688337203,28.07158,0.913060324785984,1.0,0.0014104372355430183,0.0,0.7108603667136812
child,GSM4029920_JB18067,other,IFN-stimulated T Cells,26,739.0,2613.5,3.2422528595220563,0.06819090359905344,47.65057,0.9564849656284188,0.4230769230769231,0.0,0.5384615384615384,0.6538461538461539
child,GSM4029920_JB18067,other,NK Cells,162,917.5,2166.5,4.284163832256368,0.03151318091269785,25.1350715,0.9752950040157451,0.5802469135802469,0.006172839506172839,0.0,0.7283950617283951
child,GSM4029920_JB18067,other,Non-classical Monocytes,152,1342.5,4232.5,5.047497794073336,0.0226396109340935,29.113127,0.9007948769061268,1.0,0.0,0.0,0.6578947368421053
child,GSM4029920_JB18067,other,Plasma Cells,2,1373.5,4481.0,6.3287800236499745,0.07368843075884765,25.5693665,0.6029848975407653,1.0,0.0,0.0,0.0
child,GSM4029920_JB18067,other,Platelets,15,974.0,2572.0,4.947368421052632,0.0488647581441263,22.795172,0.8128782274416444,0.9333333333333333,0.0,0.06666666666666667,0.5333333333333333
child,GSM4029920_JB18067,other,RBCs,109,305.0,4447.0,0.2902433578923867,0.0209926769731489,9.727165,0.2134725389198528,0.7522935779816514,0.0,0.09174311926605505,0.10091743119266056
child,GSM4029920_JB18067,other,cDCs,37,2131.0,8952.0,4.078762306610408,0.082607180202161,35.192116,0.6584644344756201,1.0,0.0,0.0,0.43243243243243246
child,GSM4029920_JB18067,other,pDCs,16,1596.0,4852.0,3.341991148703502,0.1325372576849811,36.1597485,0.7238081491206125,0.6875,0.0,0.0,0.5
child,GSM4029920_JB18067,restored,CD4 T Cells,1154,769.0,2754.0,3.331172295452114,0.0863930885529157,51.487466999999995,0.976547551103855,0.5545927209705372,0.005199306759098787,1.0,0.9046793760831889
child,GSM4029920_JB18067,restored,CD8 T Cells,373,875.0,3361.0,4.23728813559322,0.079054054054054,52.071007,0.947620557125159,0.6380697050938338,0.3806970509383378,1.0,0.8284182305630027
child,GSM4029921_JB18068,excluded_unrestored,Ribosomal/Low-quality,406,877.0,2506.5,2.136331808197366,0.0590894413948982,42.304863,0.6726929415579574,0.4852216748768473,0.1330049261083744,0.0,0.4211822660098522
child,GSM4029921_JB18068,original_T,CD4 T Cells,325,1018.0,2717.0,2.00433369447454,0.0494076856399884,30.482115,0.6990177258258224,0.5969230769230769,0.07692307692307693,0.5261538461538462,0.40307692307692305
child,GSM4029921_JB18068,original_T,CD8 T Cells,543,1110.0,2698.0,1.985932974762102,0.0350919073764621,26.854021,0.7674343472025225,0.5359116022099447,0.49355432780847147,0.569060773480663,0.47882136279926335
child,GSM4029921_JB18068,other,B Cells,408,981.5,2787.5,2.333046568287682,0.0167364016736401,37.048506,0.8520871880897958,0.9779411764705882,0.004901960784313725,0.0,0.5686274509803921
child,GSM4029921_JB18068,other,Classical Monocytes,514,1121.0,3096.0,3.543797989747263,0.021018746449536,22.362270000000002,0.9386096367320724,1.0,0.0,0.0019455252918287938,0.745136186770428
child,GSM4029921_JB18068,other,IFN-stimulated T Cells,29,996.0,2995.0,2.089215132693393,0.0494076856399884,41.159206,0.9196851580223556,0.5517241379310345,0.10344827586206896,0.6551724137931034,0.7586206896551724
child,GSM4029921_JB18068,other,NK Cells,184,1190.5,2648.5,2.3927360446029544,0.021018746449536,19.309358000000003,0.983004870789962,0.5706521739130435,0.02717391304347826,0.03804347826086957,0.7282608695652174
child,GSM4029921_JB18068,other,Non-classical Monocytes,229,1580.0,4900.0,2.4445825564532835,0.0261085785329465,20.334713,0.9928836098991182,1.0,0.0,0.0,0.8820960698689956
child,GSM4029921_JB18068,other,Plasma Cells,84,2332.0,9999.5,3.671796771030208,0.0679886685552407,24.696849,0.738450257772912,0.9642857142857143,0.047619047619047616,0.0,0.44047619047619047
child,GSM4029921_JB18068,other,Platelets,54,1063.5,3212.5,2.8195792798201986,0.0713501646542261,4.0230985,0.4912151718590029,1.0,0.05555555555555555,0.018518518518518517,0.2222222222222222
child,GSM4029921_JB18068,other,RBCs,78,245.5,3792.5,0.1290008911760262,0.0261085785329465,4.00061025,0.19704874139342066,0.6538461538461539,0.0,0.0,0.0
child,GSM4029921_JB18068,other,cDCs,21,2202.0,7671.0,2.97680412371134,0.0787926303410427,28.345552,0.6124841775304074,1.0,0.0,0.0,0.23809523809523808
child,GSM4029921_JB18068,other,pDCs,8,2322.5,9438.0,2.953722941074132,0.0680936071984681,47.4201355,0.0108405377468081,1.0,0.0,0.0,0.0
child,GSM4029921_JB18068,restored,CD4 T Cells,420,969.5,3075.0,1.6291333567864723,0.0494076856399884,45.918463,0.9525372476157699,0.5238095238095238,0.011904761904761904,1.0,0.8119047619047619
child,GSM4029921_JB18068,restored,CD8 T Cells,301,1103.0,3378.0,2.1991831605403704,0.0433851098018211,45.819294,0.9199124904419244,0.6146179401993356,0.5581395348837209,1.0,0.7641196013289037
child,GSM4029922_JB18069,excluded_unrestored,Ribosomal/Low-quality,942,959.0,2974.0,3.1961950972267443,0.0592944708531398,44.17458,0.9370624301456718,0.3174097664543524,0.12101910828025478,0.0,0.6878980891719745
child,GSM4029922_JB18069,original_T,CD4 T Cells,868,1185.5,3838.5,2.7981822158829397,0.0767857142857142,43.6337585,0.7268656079476994,0.4066820276497696,0.014976958525345621,0.5552995391705069,0.41359447004608296
child,GSM4029922_JB18069,original_T,CD8 T Cells,373,955.0,2469.0,4.107796964939822,0.0436046511627907,32.65391,0.512597124285758,0.2680965147453083,0.08042895442359249,0.16621983914209115,0.26541554959785524
child,GSM4029922_JB18069,other,B Cells,453,984.0,2998.0,3.82830626450116,0.014751552795031,43.147842,0.9001233128756461,0.9867549668874173,0.004415011037527594,0.002207505518763797,0.6710816777041942
child,GSM4029922_JB18069,other,Classical Monocytes,526,1030.0,2655.0,4.975630837730271,0.0177368348686924,25.320412,0.9032923547073626,0.9980988593155894,0.0019011406844106464,0.0019011406844106464,0.6711026615969582
child,GSM4029922_JB18069,other,IFN-stimulated T Cells,16,1233.5,3797.5,2.7534289565124626,0.1254793863854266,42.436205,0.8159295320113207,0.5625,0.1875,0.75,0.5625
child,GSM4029922_JB18069,other,NK Cells,662,1029.0,2253.5,3.6320287899235266,0.0226039783001808,22.2857975,0.9983293877368842,0.2673716012084592,0.00906344410876133,0.0,0.8851963746223565
child,GSM4029922_JB18069,other,Non-classical Monocytes,228,1580.0,4992.0,4.265195262380363,0.02540864736983895,25.633578999999997,0.9838069935254061,1.0,0.0,0.0,0.8157894736842105
child,GSM4029922_JB18069,other,Plasma Cells,6,2601.5,10499.0,4.493557892257732,0.0628895512595726,34.372369000000006,0.5567880543833041,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666
child,GSM4029922_JB18069,other,Platelets,17,1122.0,3011.0,3.152709359605911,0.0614439324116743,22.79578,0.742331911431787,0.9411764705882353,0.0,0.23529411764705882,0.47058823529411764
child,GSM4029922_JB18069,other,RBCs,2,2273.5,9567.0,3.671272573285425,0.0597268933457766,50.62347,0.0240917232759521,1.0,0.0,0.0,0.0
child,GSM4029922_JB18069,other,cDCs,41,2326.0,9124.0,2.8792569659442724,0.0830711139081183,32.169884,0.8070474377993243,1.0,0.0,0.0,0.5121951219512195
child,GSM4029922_JB18069,other,pDCs,10,1675.5,4718.5,2.3799975042924166,0.1296296296296295,33.9136765,0.9798623373754367,0.3,0.0,0.0,0.9
child,GSM4029922_JB18069,restored,CD4 T Cells,1187,1027.0,3331.0,2.676224611708483,0.0738916256157635,46.420532,0.9740609965111532,0.3150800336983993,0.005054759898904802,1.0,0.8989048020219039
child,GSM4029922_JB18069,restored,CD8 T Cells,580,1119.0,3776.5,3.419840642978902,0.0685383980181668,46.291852000000006,0.9661917597693266,0.33620689655172414,0.5793103448275863,1.0,0.8672413793103448
child,GSM4029923_JB18070,excluded_unrestored,Ribosomal/Low-quality,828,970.0,2751.0,2.396443609107431,0.0476629058254662,41.090811,0.7365091972814528,0.3079710144927536,0.1751207729468599,0.0,0.463768115942029
child,GSM4029923_JB18070,original_T,CD4 T Cells,566,1179.5,3659.0,2.066715524000756,0.0592573084013695,41.127655000000004,0.7114887384217342,0.35335689045936397,0.007067137809187279,0.5477031802120141,0.3992932862190813
child,GSM4029923_JB18070,original_T,CD8 T Cells,765,947.0,2332.0,3.0829353017802865,0.0428942807625649,28.855976,0.6340119287987735,0.257516339869281,0.35947712418300654,0.35555555555555557,0.31895424836601305
child,GSM4029923_JB18070,other,B Cells,477,853.0,2458.0,2.849264705882353,0.0135494155154091,42.38943,0.8909330129504085,0.9664570230607966,0.0,0.0,0.6540880503144654
child,GSM4029923_JB18070,other,Classical Monocytes,594,966.0,2385.0,3.9930605843119964,0.0222222222222222,23.535279,0.9360466627787292,1.0,0.0016835016835016834,0.0,0.7760942760942761
child,GSM4029923_JB18070,other,IFN-stimulated T Cells,7,1197.0,3682.0,2.255418863503222,0.0444198895027624,46.072506,0.9762402662864064,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143
child,GSM4029923_JB18070,other,NK Cells,673,943.0,2064.0,2.989880404783809,0.0304017372421281,22.190784,0.9961229612196928,0.19910846953937592,0.004457652303120356,0.0,0.8410104011887073
child,GSM4029923_JB18070,other,Non-classical Monocytes,243,1545.0,4723.0,3.2568807339449544,0.0293751112693608,23.881382,0.98747778120106,0.9958847736625515,0.0,0.0,0.8683127572016461
child,GSM4029923_JB18070,other,Plasma Cells,12,2781.5,12434.0,3.571890566350754,0.06271113569338045,27.298961499999997,0.641493937433844,0.9166666666666666,0.0,0.0,0.25
child,GSM4029923_JB18070,other,Platelets,27,1219.0,3236.0,3.654207558989351,0.0664018161180476,21.264957,0.8811717908066997,1.0,0.14814814814814814,0.07407407407407407,0.5925925925925926
child,GSM4029923_JB18070,other,RBCs,38,230.5,4033.0,0.16338324360058465,0.0639004149377593,4.5546744,0.20905814624442137,0.4473684210526316,0.0,0.0,0.0
child,GSM4029923_JB18070,other,cDCs,49,2242.0,8681.0,2.7484895154602533,0.0778481012658228,31.097895,0.704350373207227,0.9795918367346939,0.061224489795918366,0.0,0.3469387755102041
child,GSM4029923_JB18070,other,pDCs,24,1667.0,5629.5,1.4618940592389298,0.1058263971462544,36.604266499999994,0.937250885947196,0.7083333333333334,0.0,0.0,0.75
child,GSM4029923_JB18070,restored,CD4 T Cells,476,976.0,3112.5,1.7941029908195243,0.0511896178803172,46.1861485,0.956440516348717,0.28781512605042014,0.01050420168067227,1.0,0.8403361344537815
child,GSM4029923_JB18070,restored,CD8 T Cells,567,1074.0,3561.0,2.214983713355049,0.0511896178803172,46.304592,0.9681461315159824,0.2927689594356261,0.5961199294532628,1.0,0.8359788359788359
child,GSM4029924_JB18071,excluded_unrestored,Ribosomal/Low-quality,588,981.0,2945.0,2.212939860757534,0.0460081190798376,42.0556565,0.7123080766160658,0.5289115646258503,0.18027210884353742,0.0,0.4642857142857143
child,GSM4029924_JB18071,original_T,CD4 T Cells,463,1163.0,3679.0,2.384945034469909,0.0570987654320987,40.05598,0.6776401345472874,0.6393088552915767,0.0367170626349892,0.4924406047516199,0.3801295896328294
child,GSM4029924_JB18071,original_T,CD8 T Cells,913,1108.0,2864.0,2.4409044193216856,0.0360875566949319,29.630644,0.7151443309765281,0.4556407447973713,0.5673603504928806,0.5629791894852135,0.4063526834611172
