cohort,review_group,label,metric,quantile,value
adult,other,Platelets,total_counts,0.1,1185.0
adult,other,Platelets,total_counts,0.25,1367.0
adult,other,Platelets,total_counts,0.5,2282.0
adult,other,Platelets,total_counts,0.75,3692.0
adult,other,Platelets,total_counts,0.9,5108.200000000001
adult,other,Platelets,total_counts,0.95,6027.199999999999
adult,other,Platelets,pct_counts_mt,0.1,1.0697458574710694
adult,other,Platelets,pct_counts_mt,0.25,1.6243654822335023
adult,other,Platelets,pct_counts_mt,0.5,2.235469448584203
adult,other,Platelets,pct_counts_mt,0.75,3.151862464183381
adult,other,Platelets,pct_counts_mt,0.9,4.125276887512751
adult,other,Platelets,pct_counts_mt,0.95,4.9522014368363525
adult,other,Platelets,doublet_score,0.1,0.03635346108812866
adult,other,Platelets,doublet_score,0.25,0.0519622889717167
adult,other,Platelets,doublet_score,0.5,0.0798409299479963
adult,other,Platelets,doublet_score,0.75,0.1063094209161624
adult,other,Platelets,doublet_score,0.9,0.14692955975397115
adult,other,Platelets,doublet_score,0.95,0.1702395964691047
adult,other,Platelets,ribosomal_percent_retained_genes,0.1,1.94326085889941
adult,other,Platelets,ribosomal_percent_retained_genes,0.25,2.796674225245654
adult,other,Platelets,ribosomal_percent_retained_genes,0.5,4.754716981132075
adult,other,Platelets,ribosomal_percent_retained_genes,0.75,36.14360629286002
adult,other,Platelets,ribosomal_percent_retained_genes,0.9,44.26270614053651
adult,other,Platelets,ribosomal_percent_retained_genes,0.95,46.230787527281926
adult,other,Platelets,reference_probability,0.1,0.29563229933516894
adult,other,Platelets,reference_probability,0.25,0.7351755778276424
adult,other,Platelets,reference_probability,0.5,0.9529355505013956
adult,other,Platelets,reference_probability,0.75,0.993728464206442
adult,other,Platelets,reference_probability,0.9,0.9987697788279662
adult,other,Platelets,reference_probability,0.95,0.999721872993858
adult,other,RBCs,n_genes_by_counts,0.1,209.0
adult,other,RBCs,n_genes_by_counts,0.25,225.0
adult,other,RBCs,n_genes_by_counts,0.5,254.0
adult,other,RBCs,n_genes_by_counts,0.75,323.0
adult,other,RBCs,n_genes_by_counts,0.9,532.6000000000005
adult,other,RBCs,n_genes_by_counts,0.95,1177.1999999999982
adult,other,RBCs,total_counts,0.1,4054.8
adult,other,RBCs,total_counts,0.25,4983.0
adult,other,RBCs,total_counts,0.5,5975.0
adult,other,RBCs,total_counts,0.75,6988.0
adult,other,RBCs,total_counts,0.9,8455.6
adult,other,RBCs,total_counts,0.95,9565.799999999996
adult,other,RBCs,pct_counts_mt,0.1,0.02087508481075364
adult,other,RBCs,pct_counts_mt,0.25,0.041407867494824
adult,other,RBCs,pct_counts_mt,0.5,0.0727272727272727
adult,other,RBCs,pct_counts_mt,0.75,0.1169362697329955
adult,other,RBCs,pct_counts_mt,0.9,0.7386985003895911
adult,other,RBCs,pct_counts_mt,0.95,1.6178853450928077
adult,other,RBCs,doublet_score,0.1,0.0045385779122541
adult,other,RBCs,doublet_score,0.25,0.0099986668444207
adult,other,RBCs,doublet_score,0.5,0.0173193946013418
adult,other,RBCs,doublet_score,0.75,0.0246869409660107
adult,other,RBCs,doublet_score,0.9,0.0699010533035429
adult,other,RBCs,doublet_score,0.95,0.12687000637797427
adult,other,RBCs,ribosomal_percent_retained_genes,0.1,0.5851049300296597
adult,other,RBCs,ribosomal_percent_retained_genes,0.25,0.7101568951279934
adult,other,RBCs,ribosomal_percent_retained_genes,0.5,0.8786381109280615
adult,other,RBCs,ribosomal_percent_retained_genes,0.75,1.219241853247617
adult,other,RBCs,ribosomal_percent_retained_genes,0.9,5.3641408112238675
adult,other,RBCs,ribosomal_percent_retained_genes,0.95,26.139808548259218
adult,other,RBCs,reference_probability,0.1,0.49020626229442305
adult,other,RBCs,reference_probability,0.25,0.6817178896319822
adult,other,RBCs,reference_probability,0.5,0.8042540662461153
adult,other,RBCs,reference_probability,0.75,0.887589015057421
adult,other,RBCs,reference_probability,0.9,0.9343702183601206
adult,other,RBCs,reference_probability,0.95,0.9522906675554975
adult,other,pDCs,n_genes_by_counts,0.1,1084.8
adult,other,pDCs,n_genes_by_counts,0.25,1506.0
adult,other,pDCs,n_genes_by_counts,0.5,1706.0
adult,other,pDCs,n_genes_by_counts,0.75,1975.0
adult,other,pDCs,n_genes_by_counts,0.9,2425.6000000000004
adult,other,pDCs,n_genes_by_counts,0.95,2699.0
adult,other,pDCs,total_counts,0.1,2792.0000000000005
adult,other,pDCs,total_counts,0.25,4555.0
adult,other,pDCs,total_counts,0.5,5555.0
adult,other,pDCs,total_counts,0.75,6887.0
adult,other,pDCs,total_counts,0.9,9880.000000000007
adult,other,pDCs,total_counts,0.95,11947.8
adult,other,pDCs,pct_counts_mt,0.1,1.4870575179616172
adult,other,pDCs,pct_counts_mt,0.25,1.823329558323896
adult,other,pDCs,pct_counts_mt,0.5,2.247191011235955
adult,other,pDCs,pct_counts_mt,0.75,2.874885004599816
adult,other,pDCs,pct_counts_mt,0.9,3.6841131761367807
adult,other,pDCs,pct_counts_mt,0.95,5.5952234732805834
adult,other,pDCs,doublet_score,0.1,0.018920191511590582
adult,other,pDCs,doublet_score,0.25,0.0404083368779242
adult,other,pDCs,doublet_score,0.5,0.0776778413736712
adult,other,pDCs,doublet_score,0.75,0.1050663039782386
adult,other,pDCs,doublet_score,0.9,0.14447136755861584
adult,other,pDCs,doublet_score,0.95,0.1811846689895469
adult,other,pDCs,ribosomal_percent_retained_genes,0.1,27.532266816103608
adult,other,pDCs,ribosomal_percent_retained_genes,0.25,31.84134721914469
adult,other,pDCs,ribosomal_percent_retained_genes,0.5,35.4199066874028
adult,other,pDCs,ribosomal_percent_retained_genes,0.75,39.52437106918239
adult,other,pDCs,ribosomal_percent_retained_genes,0.9,47.774169604220255
adult,other,pDCs,ribosomal_percent_retained_genes,0.95,51.055945390159096
adult,other,pDCs,reference_probability,0.1,0.07437523092040098
adult,other,pDCs,reference_probability,0.25,0.8113145087443827
adult,other,pDCs,reference_probability,0.5,0.9994151993126896
adult,other,pDCs,reference_probability,0.75,0.9999397868160812
adult,other,pDCs,reference_probability,0.9,0.9999912893523663
adult,other,pDCs,reference_probability,0.95,0.99999560574824
adult,restored,CD4 T Cells,n_genes_by_counts,0.1,732.0
adult,restored,CD4 T Cells,n_genes_by_counts,0.25,837.0
adult,restored,CD4 T Cells,n_genes_by_counts,0.5,982.0
adult,restored,CD4 T Cells,n_genes_by_counts,0.75,1150.0
adult,restored,CD4 T Cells,n_genes_by_counts,0.9,1328.0
adult,restored,CD4 T Cells,n_genes_by_counts,0.95,1457.0
adult,restored,CD4 T Cells,total_counts,0.1,2251.9
adult,restored,CD4 T Cells,total_counts,0.25,2712.75
adult,restored,CD4 T Cells,total_counts,0.5,3346.0
adult,restored,CD4 T Cells,total_counts,0.75,4118.0
adult,restored,CD4 T Cells,total_counts,0.9,4962.200000000001
adult,restored,CD4 T Cells,total_counts,0.95,5533.249999999996
adult,restored,CD4 T Cells,pct_counts_mt,0.1,1.2452345637485496
adult,restored,CD4 T Cells,pct_counts_mt,0.25,1.5489620346410127
adult,restored,CD4 T Cells,pct_counts_mt,0.5,1.9602262183258645
adult,restored,CD4 T Cells,pct_counts_mt,0.75,2.4638701228121147
adult,restored,CD4 T Cells,pct_counts_mt,0.9,2.9884436210081224
adult,restored,CD4 T Cells,pct_counts_mt,0.95,3.3883137092204194
adult,restored,CD4 T Cells,doublet_score,0.1,0.02910612070398777
adult,restored,CD4 T Cells,doublet_score,0.25,0.043362831858407
adult,restored,CD4 T Cells,doublet_score,0.5,0.0676779463243874
adult,restored,CD4 T Cells,doublet_score,0.75,0.102319236016371
adult,restored,CD4 T Cells,doublet_score,0.9,0.1435079726651479
adult,restored,CD4 T Cells,doublet_score,0.95,0.1737914502596883
adult,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.1,41.45889996503372
adult,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.25,44.9738675353179
adult,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.5,47.97867273642197
adult,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.75,50.72342834018581
adult,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.9,53.13504536495032
adult,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.95,54.53252284788443
adult,restored,CD4 T Cells,reference_probability,0.1,0.6786562311586313
adult,restored,CD4 T Cells,reference_probability,0.25,0.8356323536017668
adult,restored,CD4 T Cells,reference_probability,0.5,0.9447834302088006
adult,restored,CD4 T Cells,reference_probability,0.75,0.9848514212810222
adult,restored,CD4 T Cells,reference_probability,0.9,0.9955065372602702
adult,restored,CD4 T Cells,reference_probability,0.95,0.9977166658965926
adult,restored,CD8 T Cells,n_genes_by_counts,0.1,819.0
adult,restored,CD8 T Cells,n_genes_by_counts,0.25,937.0
adult,restored,CD8 T Cells,n_genes_by_counts,0.5,1080.0
adult,restored,CD8 T Cells,n_genes_by_counts,0.75,1263.75
adult,restored,CD8 T Cells,n_genes_by_counts,0.9,1452.0
adult,restored,CD8 T Cells,n_genes_by_counts,0.95,1591.3499999999995
adult,restored,CD8 T Cells,total_counts,0.1,2733.9
adult,restored,CD8 T Cells,total_counts,0.25,3294.0
adult,restored,CD8 T Cells,total_counts,0.5,3984.0
adult,restored,CD8 T Cells,total_counts,0.75,4753.75
adult,restored,CD8 T Cells,total_counts,0.9,5534.1
adult,restored,CD8 T Cells,total_counts,0.95,6096.049999999998
adult,restored,CD8 T Cells,pct_counts_mt,0.1,1.5620993028124268
adult,restored,CD8 T Cells,pct_counts_mt,0.25,1.9477090709689533
adult,restored,CD8 T Cells,pct_counts_mt,0.5,2.4608217832420074
adult,restored,CD8 T Cells,pct_counts_mt,0.75,3.0698945103839437
adult,restored,CD8 T Cells,pct_counts_mt,0.9,3.644401441345256
adult,restored,CD8 T Cells,pct_counts_mt,0.95,4.029731011062187
adult,restored,CD8 T Cells,doublet_score,0.1,0.024324479892937633
adult,restored,CD8 T Cells,doublet_score,0.25,0.0341447992412266
adult,restored,CD8 T Cells,doublet_score,0.5,0.0523160762942779
adult,restored,CD8 T Cells,doublet_score,0.75,0.0797202797202797
adult,restored,CD8 T Cells,doublet_score,0.9,0.1147260273972602
adult,restored,CD8 T Cells,doublet_score,0.95,0.1429755491089929
adult,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.1,42.81223576715605
adult,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.25,45.73259631879633
adult,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.5,48.63112900167981
adult,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.75,51.38273551252577
adult,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.9,53.55887574743119
adult,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.95,54.95724650079856
adult,restored,CD8 T Cells,reference_probability,0.1,0.7385120469710501
adult,restored,CD8 T Cells,reference_probability,0.25,0.8818020718360398
adult,restored,CD8 T Cells,reference_probability,0.5,0.9645127183293865
adult,restored,CD8 T Cells,reference_probability,0.75,0.9903558790092533
adult,restored,CD8 T Cells,reference_probability,0.9,0.9970570360692838
adult,restored,CD8 T Cells,reference_probability,0.95,0.9986498123775227
