cohort,review_group,label,metric,quantile,value
child,other,cDCs,ribosomal_percent_retained_genes,0.9,36.6456674
child,other,cDCs,ribosomal_percent_retained_genes,0.95,37.97075499999999
child,other,cDCs,reference_probability,0.1,0.2562413620555311
child,other,cDCs,reference_probability,0.25,0.4388932886947705
child,other,cDCs,reference_probability,0.5,0.6904932710500121
child,other,cDCs,reference_probability,0.75,0.8707182607004429
child,other,cDCs,reference_probability,0.9,0.9538684181681377
child,other,cDCs,reference_probability,0.95,0.9783578633159293
child,other,pDCs,n_genes_by_counts,0.1,1320.8
child,other,pDCs,n_genes_by_counts,0.25,1567.0
child,other,pDCs,n_genes_by_counts,0.5,1780.0
child,other,pDCs,n_genes_by_counts,0.75,2093.5
child,other,pDCs,n_genes_by_counts,0.9,2479.2000000000007
child,other,pDCs,n_genes_by_counts,0.95,2847.9
child,other,pDCs,total_counts,0.1,3872.2000000000003
child,other,pDCs,total_counts,0.25,4822.0
child,other,pDCs,total_counts,0.5,5914.0
child,other,pDCs,total_counts,0.75,7636.5
child,other,pDCs,total_counts,0.9,10565.000000000002
child,other,pDCs,total_counts,0.95,13102.999999999998
child,other,pDCs,pct_counts_mt,0.1,1.396592011544086
child,other,pDCs,pct_counts_mt,0.25,1.8255555169949802
child,other,pDCs,pct_counts_mt,0.5,2.420064535054268
child,other,pDCs,pct_counts_mt,0.75,3.095339200644667
child,other,pDCs,pct_counts_mt,0.9,3.981718307815267
child,other,pDCs,pct_counts_mt,0.95,4.931427043211826
child,other,pDCs,doublet_score,0.1,0.0572407045009784
child,other,pDCs,doublet_score,0.25,0.0676915447557649
child,other,pDCs,doublet_score,0.5,0.0893433799784714
child,other,pDCs,doublet_score,0.75,0.1210629921259842
child,other,pDCs,doublet_score,0.9,0.1637010676156583
child,other,pDCs,doublet_score,0.95,0.20672530001643918
child,other,pDCs,ribosomal_percent_retained_genes,0.1,27.5668582
child,other,pDCs,ribosomal_percent_retained_genes,0.25,31.085391
child,other,pDCs,ribosomal_percent_retained_genes,0.5,35.177776
child,other,pDCs,ribosomal_percent_retained_genes,0.75,38.944675000000004
child,other,pDCs,ribosomal_percent_retained_genes,0.9,44.3145092
child,other,pDCs,ribosomal_percent_retained_genes,0.95,48.3629372
child,other,pDCs,reference_probability,0.1,0.0666988673155005
child,other,pDCs,reference_probability,0.25,0.7110382007373623
child,other,pDCs,reference_probability,0.5,0.9547714078793366
child,other,pDCs,reference_probability,0.75,0.9905468167213872
child,other,pDCs,reference_probability,0.9,0.9971327845317621
child,other,pDCs,reference_probability,0.95,0.9986727773048464
child,restored,CD4 T Cells,n_genes_by_counts,0.1,698.0
child,restored,CD4 T Cells,n_genes_by_counts,0.25,818.0
child,restored,CD4 T Cells,n_genes_by_counts,0.5,965.0
child,restored,CD4 T Cells,n_genes_by_counts,0.75,1128.0
child,restored,CD4 T Cells,n_genes_by_counts,0.9,1300.0
child,restored,CD4 T Cells,n_genes_by_counts,0.95,1431.0
child,restored,CD4 T Cells,total_counts,0.1,2193.0
child,restored,CD4 T Cells,total_counts,0.25,2775.0
child,restored,CD4 T Cells,total_counts,0.5,3491.0
child,restored,CD4 T Cells,total_counts,0.75,4329.0
child,restored,CD4 T Cells,total_counts,0.9,5346.0
child,restored,CD4 T Cells,total_counts,0.95,6132.0
child,restored,CD4 T Cells,pct_counts_mt,0.1,1.203113941967445
child,restored,CD4 T Cells,pct_counts_mt,0.25,1.5852474927208025
child,restored,CD4 T Cells,pct_counts_mt,0.5,2.101945759126313
child,restored,CD4 T Cells,pct_counts_mt,0.75,2.810644733924009
child,restored,CD4 T Cells,pct_counts_mt,0.9,3.5997229998262377
child,restored,CD4 T Cells,pct_counts_mt,0.95,4.154621201142704
child,restored,CD4 T Cells,doublet_score,0.1,0.0282563749138525
child,restored,CD4 T Cells,doublet_score,0.25,0.0421371522996419
child,restored,CD4 T Cells,doublet_score,0.5,0.0643856920684292
child,restored,CD4 T Cells,doublet_score,0.75,0.0976627712854757
child,restored,CD4 T Cells,doublet_score,0.9,0.1363636363636363
child,restored,CD4 T Cells,doublet_score,0.95,0.1646628332462101
child,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.1,41.3173835
child,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.25,45.61121825
child,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.5,49.699324
child,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.75,53.414139
child,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.9,56.53965
child,restored,CD4 T Cells,ribosomal_percent_retained_genes,0.95,58.23557675000001
child,restored,CD4 T Cells,reference_probability,0.1,0.7533930534068726
child,restored,CD4 T Cells,reference_probability,0.25,0.894808257298353
child,restored,CD4 T Cells,reference_probability,0.5,0.9677737260333755
child,restored,CD4 T Cells,reference_probability,0.75,0.9904973947628184
child,restored,CD4 T Cells,reference_probability,0.9,0.9968460653796181
child,restored,CD4 T Cells,reference_probability,0.95,0.9983418004389878
child,restored,CD8 T Cells,n_genes_by_counts,0.1,804.0
child,restored,CD8 T Cells,n_genes_by_counts,0.25,928.0
child,restored,CD8 T Cells,n_genes_by_counts,0.5,1077.0
child,restored,CD8 T Cells,n_genes_by_counts,0.75,1258.0
child,restored,CD8 T Cells,n_genes_by_counts,0.9,1483.0
child,restored,CD8 T Cells,n_genes_by_counts,0.95,1665.8499999999985
child,restored,CD8 T Cells,total_counts,0.1,2683.0
child,restored,CD8 T Cells,total_counts,0.25,3347.0
child,restored,CD8 T Cells,total_counts,0.5,4150.0
child,restored,CD8 T Cells,total_counts,0.75,5119.0
child,restored,CD8 T Cells,total_counts,0.9,6500.0
child,restored,CD8 T Cells,total_counts,0.95,7594.8499999999985
child,restored,CD8 T Cells,pct_counts_mt,0.1,1.5501415746143519
child,restored,CD8 T Cells,pct_counts_mt,0.25,2.032816080815537
child,restored,CD8 T Cells,pct_counts_mt,0.5,2.6358809295713304
child,restored,CD8 T Cells,pct_counts_mt,0.75,3.4281035558328137
child,restored,CD8 T Cells,pct_counts_mt,0.9,4.295430066164025
child,restored,CD8 T Cells,pct_counts_mt,0.95,4.863886221846922
child,restored,CD8 T Cells,doublet_score,0.1,0.0249882131070249
child,restored,CD8 T Cells,doublet_score,0.25,0.0368852459016393
child,restored,CD8 T Cells,doublet_score,0.5,0.059117923052862
child,restored,CD8 T Cells,doublet_score,0.75,0.0921861281826163
child,restored,CD8 T Cells,doublet_score,0.9,0.134438305709024
child,restored,CD8 T Cells,doublet_score,0.95,0.1661781681516577
child,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.1,41.478346
child,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.25,45.9849795
child,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.5,50.1783675
child,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.75,53.64947825
child,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.9,56.5477587
child,restored,CD8 T Cells,ribosomal_percent_retained_genes,0.95,58.1481304
child,restored,CD8 T Cells,reference_probability,0.1,0.7385072810715838
child,restored,CD8 T Cells,reference_probability,0.25,0.8859121076178358
child,restored,CD8 T Cells,reference_probability,0.5,0.9657066236528606
child,restored,CD8 T Cells,reference_probability,0.75,0.9908236191655673
child,restored,CD8 T Cells,reference_probability,0.9,0.9972740085637525
child,restored,CD8 T Cells,reference_probability,0.95,0.9986616423575394
adult,excluded_unrestored,Ribosomal/Low-quality,n_genes_by_counts,0.1,603.0
adult,excluded_unrestored,Ribosomal/Low-quality,n_genes_by_counts,0.25,742.0
adult,excluded_unrestored,Ribosomal/Low-quality,n_genes_by_counts,0.5,873.0
adult,excluded_unrestored,Ribosomal/Low-quality,n_genes_by_counts,0.75,1042.0
adult,excluded_unrestored,Ribosomal/Low-quality,n_genes_by_counts,0.9,1227.0
adult,excluded_unrestored,Ribosomal/Low-quality,n_genes_by_counts,0.95,1352.2999999999993
adult,excluded_unrestored,Ribosomal/Low-quality,total_counts,0.1,1682.0
adult,excluded_unrestored,Ribosomal/Low-quality,total_counts,0.25,2279.0
adult,excluded_unrestored,Ribosomal/Low-quality,total_counts,0.5,2870.0
adult,excluded_unrestored,Ribosomal/Low-quality,total_counts,0.75,3640.0
adult,excluded_unrestored,Ribosomal/Low-quality,total_counts,0.9,4467.0
adult,excluded_unrestored,Ribosomal/Low-quality,total_counts,0.95,5051.0
adult,excluded_unrestored,Ribosomal/Low-quality,pct_counts_mt,0.1,1.2800854309402077
adult,excluded_unrestored,Ribosomal/Low-quality,pct_counts_mt,0.25,1.6051364365971106
adult,excluded_unrestored,Ribosomal/Low-quality,pct_counts_mt,0.5,2.0594059405940595
adult,excluded_unrestored,Ribosomal/Low-quality,pct_counts_mt,0.75,2.6862555892018634
adult,excluded_unrestored,Ribosomal/Low-quality,pct_counts_mt,0.9,3.452280584877271
adult,excluded_unrestored,Ribosomal/Low-quality,pct_counts_mt,0.95,4.051654690038863
adult,excluded_unrestored,Ribosomal/Low-quality,doublet_score,0.1,0.0266272189349112
adult,excluded_unrestored,Ribosomal/Low-quality,doublet_score,0.25,0.0404844290657439
adult,excluded_unrestored,Ribosomal/Low-quality,doublet_score,0.5,0.0634264884568651
adult,excluded_unrestored,Ribosomal/Low-quality,doublet_score,0.75,0.0995552514539856
adult,excluded_unrestored,Ribosomal/Low-quality,doublet_score,0.9,0.1419878296146043
adult,excluded_unrestored,Ribosomal/Low-quality,doublet_score,0.95,0.1737914502596883
adult,excluded_unrestored,Ribosomal/Low-quality,ribosomal_percent_retained_genes,0.1,39.842309868409046
adult,excluded_unrestored,Ribosomal/Low-quality,ribosomal_percent_retained_genes,0.25,44.10656527249684
adult,excluded_unrestored,Ribosomal/Low-quality,ribosomal_percent_retained_genes,0.5,47.742939737602846
adult,excluded_unrestored,Ribosomal/Low-quality,ribosomal_percent_retained_genes,0.75,50.668961090781764
adult,excluded_unrestored,Ribosomal/Low-quality,ribosomal_percent_retained_genes,0.9,53.164933541879556
adult,excluded_unrestored,Ribosomal/Low-quality,ribosomal_percent_retained_genes,0.95,54.5447150552959
adult,excluded_unrestored,Ribosomal/Low-quality,reference_probability,0.1,0.28979953173493295
adult,excluded_unrestored,Ribosomal/Low-quality,reference_probability,0.25,0.46707061524759624
adult,excluded_unrestored,Ribosomal/Low-quality,reference_probability,0.5,0.8734453515732943
adult,excluded_unrestored,Ribosomal/Low-quality,reference_probability,0.75,0.9760307704488754
adult,excluded_unrestored,Ribosomal/Low-quality,reference_probability,0.9,0.9938025507657847
adult,excluded_unrestored,Ribosomal/Low-quality,reference_probability,0.95,0.9969765552548168
adult,original_T,CD4 T Cells,n_genes_by_counts,0.1,816.0
adult,original_T,CD4 T Cells,n_genes_by_counts,0.25,940.0
adult,original_T,CD4 T Cells,n_genes_by_counts,0.5,1092.0
adult,original_T,CD4 T Cells,n_genes_by_counts,0.75,1297.0
adult,original_T,CD4 T Cells,n_genes_by_counts,0.9,1521.0
adult,original_T,CD4 T Cells,n_genes_by_counts,0.95,1678.0
adult,original_T,CD4 T Cells,total_counts,0.1,2427.0
adult,original_T,CD4 T Cells,total_counts,0.25,2992.0
adult,original_T,CD4 T Cells,total_counts,0.5,3718.0
adult,original_T,CD4 T Cells,total_counts,0.75,4645.0
adult,original_T,CD4 T Cells,total_counts,0.9,5622.0
adult,original_T,CD4 T Cells,total_counts,0.95,6369.299999999999
adult,original_T,CD4 T Cells,pct_counts_mt,0.1,1.4576717687856622
adult,original_T,CD4 T Cells,pct_counts_mt,0.25,1.8588313779244952
adult,original_T,CD4 T Cells,pct_counts_mt,0.5,2.3950553695596186
adult,original_T,CD4 T Cells,pct_counts_mt,0.75,3.065069575911494
adult,original_T,CD4 T Cells,pct_counts_mt,0.9,3.7973339069758065
adult,original_T,CD4 T Cells,pct_counts_mt,0.95,4.334418673370479
adult,original_T,CD4 T Cells,doublet_score,0.1,0.0276471694564604
adult,original_T,CD4 T Cells,doublet_score,0.25,0.041367423154266
adult,original_T,CD4 T Cells,doublet_score,0.5,0.0656063618290258
adult,original_T,CD4 T Cells,doublet_score,0.75,0.1040508339952342
adult,original_T,CD4 T Cells,doublet_score,0.9,0.15674479008685463
adult,original_T,CD4 T Cells,doublet_score,0.95,0.1938250428816465
adult,original_T,CD4 T Cells,ribosomal_percent_retained_genes,0.1,34.354948404446475
adult,original_T,CD4 T Cells,ribosomal_percent_retained_genes,0.25,39.450066330870285
adult,original_T,CD4 T Cells,ribosomal_percent_retained_genes,0.5,43.8287153652393
adult,original_T,CD4 T Cells,ribosomal_percent_retained_genes,0.75,47.39649341052159
adult,original_T,CD4 T Cells,ribosomal_percent_retained_genes,0.9,50.38138889428144
adult,original_T,CD4 T Cells,ribosomal_percent_retained_genes,0.95,52.01868720481327
adult,original_T,CD4 T Cells,reference_probability,0.1,0.26770413993351444
adult,original_T,CD4 T Cells,reference_probability,0.25,0.47408169967064584
adult,original_T,CD4 T Cells,reference_probability,0.5,0.7470087825993648
adult,original_T,CD4 T Cells,reference_probability,0.75,0.9179865325341228
adult,original_T,CD4 T Cells,reference_probability,0.9,0.9791604352685049
adult,original_T,CD4 T Cells,reference_probability,0.95,0.9916647989087811
adult,original_T,CD8 T Cells,n_genes_by_counts,0.1,771.0
adult,original_T,CD8 T Cells,n_genes_by_counts,0.25,886.0
adult,original_T,CD8 T Cells,n_genes_by_counts,0.5,1030.0
adult,original_T,CD8 T Cells,n_genes_by_counts,0.75,1244.0
adult,original_T,CD8 T Cells,n_genes_by_counts,0.9,1537.0
adult,original_T,CD8 T Cells,n_genes_by_counts,0.95,1794.3999999999996
adult,original_T,CD8 T Cells,total_counts,0.1,2080.2
adult,original_T,CD8 T Cells,total_counts,0.25,2539.5
adult,original_T,CD8 T Cells,total_counts,0.5,3082.0
adult,original_T,CD8 T Cells,total_counts,0.75,3759.0
adult,original_T,CD8 T Cells,total_counts,0.9,4784.800000000001
adult,original_T,CD8 T Cells,total_counts,0.95,6011.7
adult,original_T,CD8 T Cells,pct_counts_mt,0.1,1.6723289162708168
adult,original_T,CD8 T Cells,pct_counts_mt,0.25,2.199863544358839
adult,original_T,CD8 T Cells,pct_counts_mt,0.5,2.895238095238095
adult,original_T,CD8 T Cells,pct_counts_mt,0.75,3.7501541940888385
adult,original_T,CD8 T Cells,pct_counts_mt,0.9,4.663003860373036
adult,original_T,CD8 T Cells,pct_counts_mt,0.95,5.21880219747726
adult,original_T,CD8 T Cells,doublet_score,0.1,0.0181818181818181
adult,original_T,CD8 T Cells,doublet_score,0.25,0.0291079812206572
adult,original_T,CD8 T Cells,doublet_score,0.5,0.0502525923956394
adult,original_T,CD8 T Cells,doublet_score,0.75,0.087378640776699
adult,original_T,CD8 T Cells,doublet_score,0.9,0.1498708010335916
adult,original_T,CD8 T Cells,doublet_score,0.95,0.1963937738432293
adult,original_T,CD8 T Cells,ribosomal_percent_retained_genes,0.1,27.303824327433173
adult,original_T,CD8 T Cells,ribosomal_percent_retained_genes,0.25,32.18232976292818
adult,original_T,CD8 T Cells,ribosomal_percent_retained_genes,0.5,36.70588235294117
adult,original_T,CD8 T Cells,ribosomal_percent_retained_genes,0.75,40.566490235308166
adult,original_T,CD8 T Cells,ribosomal_percent_retained_genes,0.9,43.588795093110754
adult,original_T,CD8 T Cells,ribosomal_percent_retained_genes,0.95,45.35012374615234
adult,original_T,CD8 T Cells,reference_probability,0.1,0.27770305408758217
adult,original_T,CD8 T Cells,reference_probability,0.25,0.5736113955254218
adult,original_T,CD8 T Cells,reference_probability,0.5,0.895006634279449
adult,original_T,CD8 T Cells,reference_probability,0.75,0.9850353982280722
adult,original_T,CD8 T Cells,reference_probability,0.9,0.997231115075904
adult,original_T,CD8 T Cells,reference_probability,0.95,0.998996645123307
adult,other,B Cells,n_genes_by_counts,0.1,674.0
adult,other,B Cells,n_genes_by_counts,0.25,764.25
adult,other,B Cells,n_genes_by_counts,0.5,896.0
adult,other,B Cells,n_genes_by_counts,0.75,1095.0
adult,other,B Cells,n_genes_by_counts,0.9,1335.5
adult,other,B Cells,n_genes_by_counts,0.95,1542.25
adult,other,B Cells,total_counts,0.1,1927.5
adult,other,B Cells,total_counts,0.25,2337.0
adult,other,B Cells,total_counts,0.5,2928.5
adult,other,B Cells,total_counts,0.75,3874.0
adult,other,B Cells,total_counts,0.9,4919.5
adult,other,B Cells,total_counts,0.95,5684.5
adult,other,B Cells,pct_counts_mt,0.1,2.1135220743006817
adult,other,B Cells,pct_counts_mt,0.25,2.5975067267562455
adult,other,B Cells,pct_counts_mt,0.5,3.244115460376158
adult,other,B Cells,pct_counts_mt,0.75,3.9553286621352384
adult,other,B Cells,pct_counts_mt,0.9,4.740751145681527
adult,other,B Cells,pct_counts_mt,0.95,5.270029910344752
adult,other,B Cells,doublet_score,0.1,0.0045385779122541
adult,other,B Cells,doublet_score,0.25,0.00768678897202
adult,other,B Cells,doublet_score,0.5,0.0128726287262872
adult,other,B Cells,doublet_score,0.75,0.02807035224198535
adult,other,B Cells,doublet_score,0.9,0.0718341150333251
adult,other,B Cells,doublet_score,0.95,0.1318471337579617
adult,other,B Cells,ribosomal_percent_retained_genes,0.1,37.1928657655225
adult,other,B Cells,ribosomal_percent_retained_genes,0.25,40.71146478290015
adult,other,B Cells,ribosomal_percent_retained_genes,0.5,44.12100615225615
adult,other,B Cells,ribosomal_percent_retained_genes,0.75,47.19955798093903
adult,other,B Cells,ribosomal_percent_retained_genes,0.9,49.804392846440344
adult,other,B Cells,ribosomal_percent_retained_genes,0.95,51.294567024432794
adult,other,B Cells,reference_probability,0.1,0.431269208526368
adult,other,B Cells,reference_probability,0.25,0.6508470829242312
adult,other,B Cells,reference_probability,0.5,0.8578014471774311
adult,other,B Cells,reference_probability,0.75,0.9516099357946489
adult,other,B Cells,reference_probability,0.9,0.9858140763627118
adult,other,B Cells,reference_probability,0.95,0.9934388811082746
adult,other,Classical Monocytes,n_genes_by_counts,0.1,666.0
adult,other,Classical Monocytes,n_genes_by_counts,0.25,840.0
adult,other,Classical Monocytes,n_genes_by_counts,0.5,1093.0
adult,other,Classical Monocytes,n_genes_by_counts,0.75,1360.0
adult,other,Classical Monocytes,n_genes_by_counts,0.9,1618.5
adult,other,Classical Monocytes,n_genes_by_counts,0.95,1800.0
adult,other,Classical Monocytes,total_counts,0.1,1432.0
adult,other,Classical Monocytes,total_counts,0.25,2003.0
adult,other,Classical Monocytes,total_counts,0.5,2956.0
adult,other,Classical Monocytes,total_counts,0.75,4094.75
adult,other,Classical Monocytes,total_counts,0.9,5202.0
adult,other,Classical Monocytes,total_counts,0.95,5983.0
adult,other,Classical Monocytes,pct_counts_mt,0.1,2.683887497611361
adult,other,Classical Monocytes,pct_counts_mt,0.25,3.511682626589459
adult,other,Classical Monocytes,pct_counts_mt,0.5,4.519123731054284
adult,other,Classical Monocytes,pct_counts_mt,0.75,5.821103842686577
adult,other,Classical Monocytes,pct_counts_mt,0.9,7.56800278539409
adult,other,Classical Monocytes,pct_counts_mt,0.95,9.057789968404837
adult,other,Classical Monocytes,doublet_score,0.1,0.0119495463598141
adult,other,Classical Monocytes,doublet_score,0.25,0.0183792815371762
adult,other,Classical Monocytes,doublet_score,0.5,0.0290893760539629
adult,other,Classical Monocytes,doublet_score,0.75,0.0419026047565118
adult,other,Classical Monocytes,doublet_score,0.9,0.0574293527803099
adult,other,Classical Monocytes,doublet_score,0.95,0.074398249452954
adult,other,Classical Monocytes,ribosomal_percent_retained_genes,0.1,16.34812153110405
adult,other,Classical Monocytes,ribosomal_percent_retained_genes,0.25,19.185297605883274
adult,other,Classical Monocytes,ribosomal_percent_retained_genes,0.5,22.47086891049645
adult,other,Classical Monocytes,ribosomal_percent_retained_genes,0.75,25.5578734546813
adult,other,Classical Monocytes,ribosomal_percent_retained_genes,0.9,28.041759533158867
adult,other,Classical Monocytes,ribosomal_percent_retained_genes,0.95,29.54267068318738
adult,other,Classical Monocytes,reference_probability,0.1,0.7692395235378726
adult,other,Classical Monocytes,reference_probability,0.25,0.9203785814738408
adult,other,Classical Monocytes,reference_probability,0.5,0.9797691272891513
adult,other,Classical Monocytes,reference_probability,0.75,0.9950300730563588
adult,other,Classical Monocytes,reference_probability,0.9,0.9987630521515538
adult,other,Classical Monocytes,reference_probability,0.95,0.9995291530722431
adult,other,NK Cells,n_genes_by_counts,0.1,772.0
adult,other,NK Cells,n_genes_by_counts,0.25,882.0
adult,other,NK Cells,n_genes_by_counts,0.5,1013.0
adult,other,NK Cells,n_genes_by_counts,0.75,1213.0
adult,other,NK Cells,n_genes_by_counts,0.9,1471.0
adult,other,NK Cells,n_genes_by_counts,0.95,1660.75
adult,other,NK Cells,total_counts,0.1,1764.0
adult,other,NK Cells,total_counts,0.25,2152.0
adult,other,NK Cells,total_counts,0.5,2642.5
adult,other,NK Cells,total_counts,0.75,3250.0
adult,other,NK Cells,total_counts,0.9,4031.5
adult,other,NK Cells,total_counts,0.95,4746.5
adult,other,NK Cells,pct_counts_mt,0.1,1.672593567623758
adult,other,NK Cells,pct_counts_mt,0.25,2.197802197802198
adult,other,NK Cells,pct_counts_mt,0.5,2.919254658385093
adult,other,NK Cells,pct_counts_mt,0.75,3.7869136570242268
adult,other,NK Cells,pct_counts_mt,0.9,4.649909941054604
adult,other,NK Cells,pct_counts_mt,0.95,5.234561796246036
adult,other,NK Cells,doublet_score,0.1,0.0108325595790776
adult,other,NK Cells,doublet_score,0.25,0.0175885801682385
adult,other,NK Cells,doublet_score,0.5,0.0309278350515463
adult,other,NK Cells,doublet_score,0.75,0.0546344115248708
adult,other,NK Cells,doublet_score,0.9,0.09169967264789194
adult,other,NK Cells,doublet_score,0.95,0.1364829396325459
adult,other,NK Cells,ribosomal_percent_retained_genes,0.1,19.734446969145786
adult,other,NK Cells,ribosomal_percent_retained_genes,0.25,23.460336176433856
adult,other,NK Cells,ribosomal_percent_retained_genes,0.5,28.362931647293223
adult,other,NK Cells,ribosomal_percent_retained_genes,0.75,33.333333333333336
adult,other,NK Cells,ribosomal_percent_retained_genes,0.9,37.57856495752207
adult,other,NK Cells,ribosomal_percent_retained_genes,0.95,39.755281552032564
adult,other,NK Cells,reference_probability,0.1,0.2136441419734981
adult,other,NK Cells,reference_probability,0.25,0.43527155767468595
adult,other,NK Cells,reference_probability,0.5,0.7899315220146821
adult,other,NK Cells,reference_probability,0.75,0.9831666548862301
adult,other,NK Cells,reference_probability,0.9,0.999558754824593
adult,other,NK Cells,reference_probability,0.95,0.9999386166501323
adult,other,Non-classical Monocytes,n_genes_by_counts,0.1,1044.6
adult,other,Non-classical Monocytes,n_genes_by_counts,0.25,1394.0
adult,other,Non-classical Monocytes,n_genes_by_counts,0.5,1710.0
adult,other,Non-classical Monocytes,n_genes_by_counts,0.75,2026.5
adult,other,Non-classical Monocytes,n_genes_by_counts,0.9,2370.4000000000005
adult,other,Non-classical Monocytes,n_genes_by_counts,0.95,2591.0999999999995
adult,other,Non-classical Monocytes,total_counts,0.1,2768.6
adult,other,Non-classical Monocytes,total_counts,0.25,4251.0
adult,other,Non-classical Monocytes,total_counts,0.5,5676.0
adult,other,Non-classical Monocytes,total_counts,0.75,7184.5
adult,other,Non-classical Monocytes,total_counts,0.9,9125.800000000001
adult,other,Non-classical Monocytes,total_counts,0.95,10666.699999999997
adult,other,Non-classical Monocytes,pct_counts_mt,0.1,1.6563084350152384
adult,other,Non-classical Monocytes,pct_counts_mt,0.25,2.42090557848159
adult,other,Non-classical Monocytes,pct_counts_mt,0.5,3.330007483162883
adult,other,Non-classical Monocytes,pct_counts_mt,0.75,4.2651368875697475
adult,other,Non-classical Monocytes,pct_counts_mt,0.9,5.383522930492685
adult,other,Non-classical Monocytes,pct_counts_mt,0.95,6.29289650562821
adult,other,Non-classical Monocytes,doublet_score,0.1,0.0109646693986044
adult,other,Non-classical Monocytes,doublet_score,0.25,0.0199532626280783
adult,other,Non-classical Monocytes,doublet_score,0.5,0.0333196215549156
adult,other,Non-classical Monocytes,doublet_score,0.75,0.0554921214889244
adult,other,Non-classical Monocytes,doublet_score,0.9,0.087378640776699
adult,other,Non-classical Monocytes,doublet_score,0.95,0.11714844463546954
adult,other,Non-classical Monocytes,ribosomal_percent_retained_genes,0.1,16.37221824531764
adult,other,Non-classical Monocytes,ribosomal_percent_retained_genes,0.25,19.417691839333024
adult,other,Non-classical Monocytes,ribosomal_percent_retained_genes,0.5,23.581002813172265
adult,other,Non-classical Monocytes,ribosomal_percent_retained_genes,0.75,27.43864286518315
adult,other,Non-classical Monocytes,ribosomal_percent_retained_genes,0.9,31.046130412050704
adult,other,Non-classical Monocytes,ribosomal_percent_retained_genes,0.95,32.8713427961973
adult,other,Non-classical Monocytes,reference_probability,0.1,0.5823597313979536
adult,other,Non-classical Monocytes,reference_probability,0.25,0.853401439590437
adult,other,Non-classical Monocytes,reference_probability,0.5,0.9827482198564093
adult,other,Non-classical Monocytes,reference_probability,0.75,0.9985648989797475
adult,other,Non-classical Monocytes,reference_probability,0.9,0.9997935777060148
adult,other,Non-classical Monocytes,reference_probability,0.95,0.9999164597667508
adult,other,Plasma Cells,n_genes_by_counts,0.1,1248.9
adult,other,Plasma Cells,n_genes_by_counts,0.25,1976.5
adult,other,Plasma Cells,n_genes_by_counts,0.5,2441.0
adult,other,Plasma Cells,n_genes_by_counts,0.75,3004.5
adult,other,Plasma Cells,n_genes_by_counts,0.9,3545.8
adult,other,Plasma Cells,n_genes_by_counts,0.95,4064.0499999999997
adult,other,Plasma Cells,total_counts,0.1,3292.7000000000003
adult,other,Plasma Cells,total_counts,0.25,7204.25
adult,other,Plasma Cells,total_counts,0.5,11203.0
adult,other,Plasma Cells,total_counts,0.75,15477.5
adult,other,Plasma Cells,total_counts,0.9,20034.4
adult,other,Plasma Cells,total_counts,0.95,24261.649999999998
adult,other,Plasma Cells,pct_counts_mt,0.1,1.8221096272554496
adult,other,Plasma Cells,pct_counts_mt,0.25,2.5370215771766493
adult,other,Plasma Cells,pct_counts_mt,0.5,3.439340734906866
adult,other,Plasma Cells,pct_counts_mt,0.75,4.838954109557614
adult,other,Plasma Cells,pct_counts_mt,0.9,8.590827000321802
adult,other,Plasma Cells,pct_counts_mt,0.95,15.401221150813042
adult,other,Plasma Cells,doublet_score,0.1,0.06813742967919728
adult,other,Plasma Cells,doublet_score,0.25,0.0798409299479963
adult,other,Plasma Cells,doublet_score,0.5,0.0970220941402497
adult,other,Plasma Cells,doublet_score,0.75,0.1214953271028037
adult,other,Plasma Cells,doublet_score,0.9,0.15707132406737817
adult,other,Plasma Cells,doublet_score,0.95,0.1865873445105463
adult,other,Plasma Cells,ribosomal_percent_retained_genes,0.1,14.897497200781576
adult,other,Plasma Cells,ribosomal_percent_retained_genes,0.25,21.922902974977326
adult,other,Plasma Cells,ribosomal_percent_retained_genes,0.5,26.868081911024095
adult,other,Plasma Cells,ribosomal_percent_retained_genes,0.75,30.972342729682477
adult,other,Plasma Cells,ribosomal_percent_retained_genes,0.9,34.79891349498116
adult,other,Plasma Cells,ribosomal_percent_retained_genes,0.95,36.58936520949706
adult,other,Plasma Cells,reference_probability,0.1,0.33350375186521636
adult,other,Plasma Cells,reference_probability,0.25,0.6687885218924406
adult,other,Plasma Cells,reference_probability,0.5,0.9297323943189812
adult,other,Plasma Cells,reference_probability,0.75,0.9885092437255334
adult,other,Plasma Cells,reference_probability,0.9,0.9979984172908223
adult,other,Plasma Cells,reference_probability,0.95,0.9990046761737367
adult,other,Platelets,n_genes_by_counts,0.1,450.2
adult,other,Platelets,n_genes_by_counts,0.25,541.0
adult,other,Platelets,n_genes_by_counts,0.5,837.0
adult,other,Platelets,n_genes_by_counts,0.75,1173.0
adult,other,Platelets,n_genes_by_counts,0.9,1453.2
adult,other,Platelets,n_genes_by_counts,0.95,1780.9999999999995
