interaction_id,source,target,ligand_complex,receptor_complex,interaction_coef,interaction_ci95_low,interaction_ci95_high,n_observations,interaction_p_value,fdr_q_value,n_cHD,mean_cHD,n_cSLE,mean_cSLE,n_aHD,mean_aHD,n_aSLE,mean_aSLE,pediatric_sle_minus_healthy,adult_sle_minus_healthy,difference_in_differences_from_means
Classical Monocytes|Non-classical Monocytes|MIF|CD44_CD74,Classical Monocytes,Non-classical Monocytes,MIF,CD44_CD74,-0.2489170668069814,-0.37613672080822164,-0.12169741280574115,56,0.0001256401591080301,0.005523513661527101,11,0.4985052690399099,33,0.30862998122960356,5,0.3240595620430666,7,0.38310134103974164,-0.18987528781030633,0.059041778996675065,-0.2489170668069814
CD4 T Cells|Non-classical Monocytes|ARF6|SMAP1,CD4 T Cells,Non-classical Monocytes,ARF6,SMAP1,-0.35790448267178504,-0.5405594908623965,-0.1752494744811735,55,0.0001228022200851564,0.005523513661527101,11,0.11126800606024224,32,0.10953416302655629,5,0.056395563412830654,7,0.4125662030509297,-0.0017338430336859556,0.3561706396380991,-0.35790448267178504
Classical Monocytes|CD4 T Cells|HLA-DRA|CD4,Classical Monocytes,CD4 T Cells,HLA-DRA,CD4,-0.308593721485529,-0.46608704167450987,-0.1511004012965481,55,0.00012284914772256705,0.005523513661527101,11,0.62086773839646,32,0.410237523774849,5,0.41441688458118764,7,0.5123803914451056,-0.21063021462161102,0.09796350686391797,-0.308593721485529
B Cells|CD4 T Cells|HLA-DRA|CD4,B Cells,CD4 T Cells,HLA-DRA,CD4,-0.16973948395527605,-0.256395169543471,-0.08308379836708106,55,0.00012346621184451765,0.005523513661527101,11,0.79974577929103,32,0.682163803742848,5,0.684634314551967,7,0.7367918229590611,-0.11758197554818195,0.0521575084070941,-0.16973948395527605
Non-classical Monocytes|CD8 T Cells|HLA-F|CD8B,Non-classical Monocytes,CD8 T Cells,HLA-F,CD8B,-0.42484720978351265,-0.6424923033088267,-0.2072021162581986,56,0.00013030279316143958,0.00552390769580817,11,0.446962058112407,33,0.35255943351097957,5,0.12460937186104712,7,0.4550539570431324,-0.09440262460142745,0.3304445851820853,-0.42484720978351276
Non-classical Monocytes|Non-classical Monocytes|HLA-B|LILRA1,Non-classical Monocytes,Non-classical Monocytes,HLA-B,LILRA1,-0.2590806289329869,-0.391736573650477,-0.12642468421549677,56,0.00012926098594545236,0.00552390769580817,11,0.8342058970975245,33,0.7052791672841473,5,0.6500389168190572,7,0.780192815938667,-0.12892672981337716,0.13015389911960973,-0.2590806289329869
CD4 T Cells|CD4 T Cells|CD48|CD2,CD4 T Cells,CD4 T Cells,CD48,CD2,-0.2665879238230726,-0.40340555747237217,-0.12977029017377303,56,0.00013400890200866185,0.005581353216992337,11,0.5752383114326458,33,0.40389709553198877,5,0.5457590044260048,7,0.6410057123484203,-0.17134121590065704,0.09524670792241552,-0.26658792382307256
CD4 T Cells|Non-classical Monocytes|HLA-B|LILRA1,CD4 T Cells,Non-classical Monocytes,HLA-B,LILRA1,-0.2819647852865752,-0.4270443633742478,-0.1368852071989026,56,0.00013940279326231833,0.005609190359402436,11,0.8187485036324496,33,0.6845392792253098,5,0.633710295550074,7,0.7814658564295094,-0.13420922440713978,0.14775556087943542,-0.2819647852865752
CD8 T Cells|Non-classical Monocytes|PTPN6|CLEC12A,CD8 T Cells,Non-classical Monocytes,PTPN6,CLEC12A,-0.3856942803853148,-0.5840461004131757,-0.1873424603574538,56,0.0001383264258546601,0.005609190359402436,11,0.37462977753078347,33,0.3536288638908241,5,0.0,7,0.3646933667453554,-0.021000913639959373,0.3646933667453554,-0.3856942803853148
Non-classical Monocytes|CD4 T Cells|HLA-DRB1|CD4,Non-classical Monocytes,CD4 T Cells,HLA-DRB1,CD4,-0.24240439534727265,-0.36828433070771427,-0.11652445998683103,55,0.00016048189082533708,0.006349733480322504,11,0.6144968539164738,32,0.4341376912726987,5,0.5091390426240879,7,0.5711842753275855,-0.1803591626437751,0.0620452327034976,-0.2424043953472727
Classical Monocytes|CD8 T Cells|HLA-E|CD8B,Classical Monocytes,CD8 T Cells,HLA-E,CD8B,-0.18494988806602553,-0.28286615473394816,-0.08703362139810292,56,0.00021382825578367237,0.008321775069351445,11,0.8264468719148759,33,0.7830535916677352,5,0.6861905043265857,7,0.8277471121454706,-0.04339328024714062,0.1415566078188849,-0.18494988806602553
CD4 T Cells|pDCs|SELPLG|SELL,CD4 T Cells,pDCs,SELPLG,SELL,0.3199906799551517,0.14951934291319818,0.4904620169971052,44,0.0002341171029446818,0.008964419393397979,10,0.2983841039139627,22,0.4062089150716213,5,0.540450503294496,7,0.3282846344970029,0.10782481115765863,-0.21216586879749305,0.3199906799551517
NK Cells|CD4 T Cells|GNAI2|S1PR4,NK Cells,CD4 T Cells,GNAI2,S1PR4,-0.34334687084648646,-0.5267266829588658,-0.1599670587341071,56,0.00024284251413752788,0.0091509226755951,11,0.33442176777243054,33,0.16286860661015462,5,0.0,7,0.17179370968421054,-0.17155316116227592,0.17179370968421054,-0.34334687084648646
CD4 T Cells|Non-classical Monocytes|HLA-A|LILRA1,CD4 T Cells,Non-classical Monocytes,HLA-A,LILRA1,-0.2459147857074866,-0.3784924867780356,-0.11333708463693759,56,0.00027745911575160814,0.010291999074911216,11,0.7542774294277954,33,0.6342827024246998,5,0.5877433482876955,7,0.7136634069920864,-0.11999472700309566,0.12592005870439094,-0.2459147857074866
Non-classical Monocytes|Non-classical Monocytes|PSEN1|CD44,Non-classical Monocytes,Non-classical Monocytes,PSEN1,CD44,0.25416866572815283,0.11689004864159352,0.39144728281471214,56,0.0002847032857942151,0.010398240007314872,11,0.32040401958808357,33,0.436516626624663,5,0.46411914896135603,7,0.32606309026978264,0.11611260703657944,-0.1380560586915734,0.25416866572815283
Classical Monocytes|pDCs|HLA-A|LILRB1,Classical Monocytes,pDCs,HLA-A,LILRB1,-0.38928109350092915,-0.6009340246369521,-0.17762816236490622,43,0.00031233409852729585,0.011234562877330309,10,0.6109850513052558,21,0.49956606885333893,5,0.32714792122681163,7,0.605010032275824,-0.11141898245191689,0.2778621110490123,-0.3892810935009292
CD4 T Cells|Classical Monocytes|MFNG|NOTCH2,CD4 T Cells,Classical Monocytes,MFNG,NOTCH2,-0.19918855999090423,-0.30781219737910337,-0.0905649226027051,56,0.00032553565411484384,0.011534651386099094,11,0.1917660558531419,33,0.06255984448209503,5,0.0,7,0.06998234861985737,-0.12920621137104688,0.06998234861985737,-0.19918855999090423
B Cells|Non-classical Monocytes|VIM|CD44,B Cells,Non-classical Monocytes,VIM,CD44,-0.30504624216526155,-0.47187939487696295,-0.13821308945356015,56,0.0003387636499775643,0.011820584772326587,11,0.6318407525246904,33,0.4760400525843211,5,0.5066369977319205,7,0.6558825399568127,-0.15580069994036932,0.14924554222489217,-0.3050462421652615
Non-classical Monocytes|B Cells|SELPLG|ITGB2,Non-classical Monocytes,B Cells,SELPLG,ITGB2,-0.31450185018050025,-0.48672028981519777,-0.14228341054580276,56,0.0003445859262893124,0.011820584772326587,11,0.3842092556250934,33,0.24756371774990124,5,0.08739456407367052,7,0.26525087637897865,-0.13664553787519215,0.17785631230530813,-0.31450185018050025
CD8 T Cells|Non-classical Monocytes|HLA-B|LILRA1,CD8 T Cells,Non-classical Monocytes,HLA-B,LILRA1,-0.24805084007157352,-0.38399467572209933,-0.11210700442104768,56,0.0003485429376844402,0.011820584772326587,11,0.8430601440623794,33,0.725519589619545,5,0.6677257529957086,7,0.7982360386244477,-0.1175405544428344,0.13051028562873912,-0.24805084007157352
pDCs|Non-classical Monocytes|HLA-B|LILRA1,pDCs,Non-classical Monocytes,HLA-B,LILRA1,-0.2740759323865185,-0.424589590884649,-0.12356227388838806,44,0.00035838541455226666,0.011983196818972973,10,0.7998233982987933,22,0.6901315022794254,5,0.592831138256571,7,0.7572151746237216,-0.10969189601936791,0.1643840363671506,-0.2740759323865185
CD4 T Cells|Non-classical Monocytes|PTPN6|CLEC12A,CD4 T Cells,Non-classical Monocytes,PTPN6,CLEC12A,-0.3962417124624624,-0.6144707404510326,-0.17801268447389226,56,0.00037264394506069884,0.012286898966306931,11,0.36916517425841633,33,0.35153298336402256,5,0.0,7,0.37860952156806865,-0.017632190894393773,0.37860952156806865,-0.3962417124624624
CD8 T Cells|CD8 T Cells|LCK|CD8A_CD8B,CD8 T Cells,CD8 T Cells,LCK,CD8A_CD8B,-0.2960852188142947,-0.45977299401393323,-0.13239744361465625,56,0.0003922201416585579,0.012755213921882417,11,0.5334343919096358,33,0.4702633928549484,5,0.3539332160418637,7,0.5868474358014709,-0.06317099905468743,0.23291421975960724,-0.29608521881429467
CD8 T Cells|NK Cells|CD48|CD244,CD8 T Cells,NK Cells,CD48,CD244,0.3685104597405967,0.16446628500959531,0.5725546344715982,53,0.00040049238952197605,0.012848228820610421,11,0.24376150424945955,32,0.4186182889344334,5,0.5564496890144579,5,0.36279601395883504,0.17485678468497387,-0.19365367505562286,0.3685104597405967
B Cells|Classical Monocytes|ICAM3|ITGAL,B Cells,Classical Monocytes,ICAM3,ITGAL,-0.2878357159519786,-0.4488961421180502,-0.126775289785907,53,0.0004605541119914096,0.014070737813473361,10,0.31600928680345425,31,0.11288447243400611,5,0.18576160615803478,7,0.27047250774056525,-0.20312481436944813,0.08471090158253047,-0.2878357159519786
